AppTimestamp(s),SensorTimestamp(s),Gyr_X,Gyr_Y,Gyr_Z,Label,Latitude,Longitude
6.576,2735689.756,0.00015,-0.00038,0.00023,9,4.8,6
6.594,2735689.775,0.00076,-0.00038,0.00023,9,4.8,6
6.612,2735689.794,0.00015,-0.00038,0.00084,9,4.8,6
6.631,2735689.813,0.00076,-0.00038,0.00023,9,4.8,6
6.654,2735689.832,-0.00046,-0.00046,0.00023,9,4.8,6
6.672,2735689.851,0.00076,0.00015,0.00023,9,4.8,6
6.691,2735689.87,-0.00107,0.00015,0.00023,9,4.8,6
6.709,2735689.889,0.00015,0.00015,0.00023,9,4.8,6
6.725,2735689.908,-0.00046,0.00015,0.00023,9,4.8,6
6.745,2735689.927,0.00076,0.00015,-0.00038,9,4.8,6
6.765,2735689.946,-0.00046,0.00015,0.00023,9,4.8,6
6.785,2735689.965,0.00015,0.00015,-0.00038,9,4.8,6
6.806,2735689.984,0.00015,0.00015,-0.00038,9,4.8,6
6.822,2735690.003,0.00015,0.00076,0.00023,9,4.8,6
6.84,2735690.022,0.00015,0.00076,0.00023,9,4.8,6
6.859,2735690.041,0.00015,0.00015,-0.00038,9,4.8,6
6.879,2735690.06,0.00076,0.00076,0.00023,9,4.8,6
6.897,2735690.079,-0.00046,0.00015,0.00023,9,4.8,6
6.916,2735690.099,0.00069,0.00015,-0.00038,9,4.8,6
6.936,2735690.118,-0.00053,0.00015,0.00023,9,4.8,6
6.954,2735690.137,8e-05,0.00015,-0.00038,9,4.8,6
6.975,2735690.156,-0.00053,-0.00046,0.00023,9,4.8,6
6.991,2735690.175,8e-05,0.00015,-0.00046,9,4.8,6
7.01,2735690.194,-0.00053,-0.00046,-0.00046,9,4.8,6
7.034,2735690.213,0.00069,0.00015,-0.00046,9,4.8,6
7.049,2735690.232,-0.00115,0.00015,0.00015,9,4.8,6
7.075,2735690.251,0.00069,0.00015,0.00076,9,4.8,6
7.087,2735690.27,-0.00053,-0.00046,0.00076,9,4.8,6
7.105,2735690.289,8e-05,0.00015,-0.00046,9,4.8,6
7.125,2735690.308,-0.00053,8e-05,-0.00046,9,4.8,6
7.143,2735690.327,8e-05,8e-05,-0.00046,9,4.8,6
7.163,2735690.346,0.00069,-0.00053,-0.00046,9,4.8,6
7.183,2735690.365,8e-05,8e-05,-0.00046,9,4.8,6
7.206,2735690.384,0.00069,8e-05,0.00015,9,4.8,6
7.221,2735690.403,-0.00053,-0.00053,0.00015,9,4.8,6
7.238,2735690.422,0.00069,-0.00053,-0.00046,9,4.8,6
7.257,2735690.441,8e-05,8e-05,0.00015,9,4.8,6
7.277,2735690.46,0.00069,8e-05,0.00015,9,4.8,6
7.297,2735690.479,-0.00053,8e-05,0.00023,9,4.8,6
7.315,2735690.498,0.0013,8e-05,0.00023,9,4.8,6
7.335,2735690.517,-0.00053,-0.00053,-0.00038,9,4.8,6
7.354,2735690.536,0.00069,8e-05,0.00023,9,4.8,6
7.373,2735690.555,-0.00053,-0.00053,0.00084,9,4.8,6
7.391,2735690.574,8e-05,8e-05,0.00084,9,4.8,6
7.411,2735690.593,8e-05,8e-05,0.00084,9,4.8,6
7.43,2735690.612,8e-05,-0.00053,0.00023,9,4.8,6
7.449,2735690.631,8e-05,8e-05,0.00023,9,4.8,6
7.472,2735690.65,8e-05,8e-05,0.00023,9,4.8,6
7.487,2735690.669,0.00069,-0.00053,-0.00038,9,4.8,6
7.509,2735690.688,8e-05,8e-05,0.00023,9,4.8,6
7.528,2735690.707,0.00069,0.00069,0.00023,9,4.8,6
7.545,2735690.726,8e-05,-0.00053,-0.00038,9,4.8,6
7.567,2735690.745,0.0013,8e-05,-0.00038,9,4.8,6
7.582,2735690.764,-0.00115,0.00015,0.00023,9,4.8,6
