AppTimestamp(s),SensorTimestamp(s),Gyr_X,Gyr_Y,Gyr_Z,Label,Latitude,Longitude
0.602,2724732.063,0.06131,-0.0042,-0.00099,1,0,5.4
0.62,2724732.082,0.05643,-0.00359,-0.00099,1,0,5.4
0.64,2724732.101,0.03016,-0.00176,-0.00038,1,0,5.4
0.658,2724732.12,-0.00466,0.0013,0.00023,1,0,5.4
0.678,2724732.139,-0.0352,0.00313,0.00084,1,0,5.4
0.697,2724732.158,-0.04925,0.00435,0.00023,1,0,5.4
0.715,2724732.177,-0.04375,0.00313,0.00084,1,0,5.4
0.733,2724732.196,-0.02482,0.00191,0.00023,1,0,5.4
0.754,2724732.215,0.00206,0.00069,0.00023,1,0,5.4
0.772,2724732.234,0.02405,-0.00053,0.00023,1,0,5.4
0.792,2724732.253,0.03444,-0.00176,0.00023,1,0,5.4
0.811,2724732.272,0.02833,-0.00237,0.00084,1,0,5.4
0.832,2724732.291,0.01306,-0.00115,0.00023,1,0,5.4
0.851,2724732.31,-0.00771,0.00069,0.00084,1,0,5.4
0.868,2724732.329,-0.02237,0.00191,0.00084,1,0,5.4
0.887,2724732.348,-0.02726,0.00252,0.00023,1,0,5.4
0.907,2724732.367,-0.02115,0.00191,0.00023,1,0,5.4
0.929,2724732.386,-0.00832,0.00069,-0.00038,1,0,5.4
0.944,2724732.405,0.00634,-0.00053,0.00023,1,0,5.4
0.964,2724732.424,0.01672,-0.00053,0.00023,1,0,5.4
0.984,2724732.443,0.01794,-0.00053,0.00023,1,0,5.4
1.006,2724732.462,0.01306,8e-05,0.00023,1,0,5.4
1.021,2724732.481,0.00145,-0.00053,-0.00038,1,0,5.4
1.04,2724732.5,-0.00832,0.00069,0.00023,1,0,5.4
1.067,2724732.519,-0.01443,0.0013,0.00023,1,0,5.4
1.08,2724732.538,-0.01504,0.0013,0.00023,1,0,5.4
1.096,2724732.557,-0.00832,0.00069,0.00084,1,0,5.4
1.115,2724732.576,-0.00038,0.00069,0.00023,1,0,5.4
1.135,2724732.595,0.00817,8e-05,-0.00099,1,0,5.4
1.154,2724732.614,0.01,-0.00053,-0.00099,1,0,5.4
1.173,2724732.633,0.00878,8e-05,0.00023,1,0,5.4
1.195,2724732.652,0.00206,8e-05,0.00023,1,0,5.4
1.215,2724732.671,-0.00405,0.00069,-0.00038,1,0,5.4
1.234,2724732.69,-0.00893,0.00069,0.00023,1,0,5.4
1.248,2724732.71,-0.00954,0.0013,0.00023,1,0,5.4
1.267,2724732.729,-0.00588,0.00069,0.00023,1,0,5.4
1.29,2724732.748,-0.00038,0.00069,0.00023,1,0,5.4
1.305,2724732.767,0.0045,8e-05,0.00023,1,0,5.4
1.326,2724732.786,0.00512,8e-05,0.00023,1,0,5.4
1.344,2724732.805,0.00573,8e-05,0.00023,1,0,5.4
1.362,2724732.824,0.00145,8e-05,0.00023,1,0,5.4
1.381,2724732.843,-0.0016,0.00069,0.00023,1,0,5.4
1.401,2724732.862,-0.00527,-0.00053,0.00023,1,0,5.4
1.425,2724732.881,-0.00527,-0.00053,0.00023,1,0,5.4
1.438,2724732.9,-0.00405,-0.00053,0.00084,1,0,5.4
1.461,2724732.919,-0.00038,-0.00115,-0.00038,1,0,5.4
1.478,2724732.938,0.00206,-0.00176,0.00023,1,0,5.4
1.501,2724732.957,0.00328,-0.00176,0.00084,1,0,5.4
1.517,2724732.976,0.0045,-0.00053,0.00023,1,0,5.4
1.534,2724732.995,0.00145,8e-05,0.00023,1,0,5.4
1.554,2724733.014,-0.00038,0.0013,0.00023,1,0,5.4
1.577,2724733.033,-0.00344,8e-05,-0.00038,1,0,5.4
1.595,2724733.052,-0.00405,8e-05,-0.00038,1,0,5.4
1.61,2724733.071,-0.00283,-0.00115,0.00023,1,0,5.4
1.633,2724733.09,-0.00099,0.00069,-0.00038,1,0,5.4
1.647,2724733.109,0.00145,0.0013,-0.00038,1,0,5.4
1.669,2724733.128,0.00206,8e-05,-0.00038,1,0,5.4
1.689,2724733.147,0.00206,0.00374,0.00023,1,0,5.4
1.707,2724733.166,0.00084,0.0013,0.00084,1,0,5.4
1.728,2724733.185,-0.00344,0.00557,0.00023,1,0,5.4
1.743,2724733.204,-0.00649,-0.00298,0.00023,1,0,5.4
1.76,2724733.223,-0.00649,-0.00298,0.00328,1,0,5.4
1.781,2724733.242,-0.00405,-0.00909,0.00389,1,0,5.4
1.8,2724733.261,0.00267,0.0013,-0.0016,1,0,5.4
1.822,2724733.28,0.00817,0.00374,-0.00405,1,0,5.4
1.837,2724733.299,0.00939,0.00496,-0.0016,1,0,5.4
1.858,2724733.318,0.00634,-0.00115,0.00206,1,0,5.4
1.877,2724733.337,-0.00283,-0.00115,0.00084,1,0,5.4
1.9,2724733.356,-0.00832,0.0013,-0.00283,1,0,5.4
1.916,2724733.375,-0.01138,0.00191,-0.00099,1,0,5.4
1.934,2724733.394,-0.0071,-0.00237,0.00328,1,0,5.4
1.956,2724733.413,0.00023,-0.00298,0.00267,1,0,5.4
1.972,2724733.432,0.00695,0.0013,-0.00221,1,0,5.4
1.994,2724733.451,0.00817,0.0068,-0.00527,1,0,5.4
2.014,2724733.47,0.00512,0.00863,-0.00283,1,0,5.4
2.03,2724733.489,-0.00038,0.00191,-0.00099,1,0,5.4
2.047,2724733.508,-0.00527,0.01596,-0.01077,1,0,5.4
2.085,2724733.527,-0.00893,0.01351,-0.00649,1,0,5.4
2.089,2724733.546,-0.0126,0.00069,0.00939,1,0,5.4
2.104,2724733.565,-0.01138,-0.0097,0.01917,1,0,5.4
2.124,2724733.584,-0.0071,0.01168,0.01489,1,0,5.4
2.143,2724733.603,-0.0016,0.01535,0.01306,1,0,5.4
2.16,2724733.622,0.00084,0.01657,0.02894,1,0,5.4
2.181,2724733.642,-0.00221,0.00374,0.05704,1,0,5.4
2.199,2724733.661,-0.00588,-0.0042,0.08208,1,0,5.4
2.218,2724733.68,-0.00832,-0.01764,0.08941,1,0,5.4
2.238,2724733.699,-0.00099,-0.00359,0.07842,1,0,5.4
2.257,2724733.718,0.00634,0.01535,0.05948,1,0,5.4
2.277,2724733.737,0.00878,0.00069,0.04116,1,0,5.4
2.296,2724733.756,0.0045,0.00618,0.03199,1,0,5.4
2.315,2724733.775,-0.00221,-0.00481,0.03566,1,0,5.4
2.332,2724733.794,-0.00832,-0.00603,0.03199,1,0,5.4
2.352,2724733.813,-0.00832,0.00069,0.01184,1,0,5.4
2.37,2724733.832,-0.00771,0.01107,-0.01382,1,0,5.4
2.395,2724733.851,-0.00527,0.00313,-0.03337,1,0,5.4
2.408,2724733.87,-0.00283,0.00557,-0.04436,1,0,5.4
2.429,2724733.889,0.00023,-0.00603,-0.05047,1,0,5.4
2.446,2724733.908,0.00389,8e-05,-0.05841,1,0,5.4
2.466,2724733.927,0.00939,-0.00115,-0.06208,1,0,5.4
2.485,2724733.946,0.01184,-0.00725,-0.0578,1,0,5.4
2.505,2724733.965,0.00817,8e-05,-0.05719,1,0,5.4
2.523,2724733.984,-0.00099,-0.00786,-0.06574,1,0,5.4
2.542,2724734.003,-0.00588,0.00985,-0.08468,1,0,5.4
2.559,2724734.022,-0.00588,-0.00053,-0.09995,1,0,5.4
2.58,2724734.041,-0.00038,-0.00603,-0.10484,1,0,5.4
2.598,2724734.06,0.0045,-0.01336,-0.09567,1,0,5.4
2.616,2724734.079,0.00817,0.00924,-0.07674,1,0,5.4
2.637,2724734.098,0.00512,0.00557,-0.0578,1,0,5.4
2.661,2724734.117,0.0045,0.00191,-0.0462,1,0,5.4
2.675,2724734.136,0.00023,-0.02375,-0.0407,1,0,5.4
2.695,2724734.155,0.00206,-0.01642,-0.04375,1,0,5.4
2.713,2724734.174,0.00573,0.00924,-0.04925,1,0,5.4
2.732,2724734.193,0.00939,0.00374,-0.05536,1,0,5.4
2.752,2724734.212,0.01,8e-05,-0.0688,1,0,5.4
2.771,2724734.231,0.00756,-0.00786,-0.0859,1,0,5.4
2.789,2724734.25,0.00267,-0.02069,-0.09201,1,0,5.4
2.808,2724734.269,-0.0016,0.0013,-0.08651,1,0,5.4
2.827,2724734.288,-0.00832,0.00252,-0.08773,1,0,5.4
2.846,2724734.307,-0.01443,-0.01458,-0.0914,1,0,5.4
2.864,2724734.326,-0.01626,-0.00786,-0.09201,1,0,5.4
2.885,2724734.345,-0.01138,0.03001,-0.07185,1,0,5.4
2.903,2724734.364,0.00023,-0.01336,-0.04009,1,0,5.4
2.923,2724734.383,0.01122,-0.01458,-0.0181,1,0,5.4
2.941,2724734.402,0.01611,8e-05,0.01306,1,0,5.4
2.959,2724734.421,0.01306,0.00557,0.05459,1,0,5.4
2.98,2724734.44,0.00634,0.01229,0.09308,1,0,5.4
3.0,2724734.459,-0.01077,-0.01336,0.13095,1,0,5.4
3.017,2724734.478,-0.02482,0.00435,0.17432,1,0,5.4
3.039,2724734.497,-0.03703,0.00496,0.23113,1,0,5.4
3.064,2724734.516,-0.03337,0.01413,0.2916,1,0,5.4
3.074,2724734.535,-0.02054,0.00191,0.33436,1,0,5.4
3.094,2724734.554,0.00267,0.00496,0.34108,1,0,5.4
3.114,2724734.574,0.02222,0.01596,0.31909,1,0,5.4
3.131,2724734.593,0.02833,-0.00481,0.27267,1,0,5.4
3.152,2724734.612,0.02527,0.01535,0.20914,1,0,5.4
3.17,2724734.631,0.00939,0.0068,0.15416,1,0,5.4
3.192,2724734.65,-0.00771,0.00435,0.10835,1,0,5.4
3.209,2724734.669,-0.01932,8e-05,0.06498,1,0,5.4
3.23,2724734.688,-0.01932,-0.00053,0.03077,1,0,5.4
3.246,2724734.707,-0.00832,0.00313,-0.0016,1,0,5.4
3.265,2724734.726,0.00634,0.00252,-0.03642,1,0,5.4
3.284,2724734.745,0.01733,-0.00053,-0.0578,1,0,5.4
3.303,2724734.764,0.01794,-0.00115,-0.06086,1,0,5.4
3.325,2724734.783,0.00878,0.00252,-0.05108,1,0,5.4
3.342,2724734.802,-0.01138,-0.00603,-0.03398,1,0,5.4
3.358,2724734.821,-0.02482,0.00252,-0.01993,1,0,5.4
3.379,2724734.84,-0.0297,0.0013,-0.0071,1,0,5.4
3.4,2724734.859,-0.01871,0.00863,-0.00221,1,0,5.4
3.418,2724734.878,-0.00038,-0.00298,-0.00832,1,0,5.4
3.437,2724734.897,0.01855,-0.00115,-0.01871,1,0,5.4
3.456,2724734.916,0.02772,-0.00298,-0.02298,1,0,5.4
3.475,2724734.935,0.02405,0.00252,-0.0242,1,0,5.4
3.497,2724734.954,0.00878,0.00191,-0.02176,1,0,5.4
3.513,2724734.973,-0.00832,0.00557,-0.01932,1,0,5.4
3.533,2724734.992,-0.01749,0.0013,-0.03153,1,0,5.4
3.551,2724735.011,-0.0126,-0.00725,-0.05719,1,0,5.4
3.57,2724735.03,-0.00466,-0.02497,-0.09506,1,0,5.4
3.592,2724735.049,0.00573,-0.00359,-0.12866,1,0,5.4
3.613,2724735.068,0.01245,0.01474,-0.13599,1,0,5.4
3.626,2724735.087,0.01245,-0.01458,-0.13049,1,0,5.4
3.646,2724735.106,0.00939,-0.00359,-0.13843,1,0,5.4
3.665,2724735.125,0.00512,-0.00176,-0.15065,1,0,5.4
3.688,2724735.144,-0.00283,-0.00786,-0.16103,1,0,5.4
3.704,2724735.163,-0.0071,0.00374,-0.16042,1,0,5.4
3.726,2724735.182,-0.01199,-0.00664,-0.14515,1,0,5.4
3.741,2724735.201,-0.01016,-0.00481,-0.12805,1,0,5.4
3.759,2724735.22,-0.0016,0.01107,-0.10606,1,0,5.4
3.781,2724735.239,0.00328,-0.01214,-0.07674,1,0,5.4
3.799,2724735.258,0.01367,-0.0042,-0.06024,1,0,5.4
3.818,2724735.277,0.01611,0.00924,-0.04314,1,0,5.4
3.836,2724735.296,0.0155,0.00374,-0.01565,1,0,5.4
3.857,2724735.315,0.0045,-0.0097,0.01061,1,0,5.4
3.875,2724735.334,-0.00099,0.00252,0.02466,1,0,5.4
3.895,2724735.353,-0.00588,0.00557,0.02711,1,0,5.4
3.914,2724735.372,-0.0071,-0.00176,0.03138,1,0,5.4
3.93,2724735.391,-0.00649,0.00191,0.04054,1,0,5.4
3.951,2724735.41,-0.00527,0.00863,0.05215,1,0,5.4
3.969,2724735.429,-0.00344,-0.00115,0.05826,1,0,5.4
3.992,2724735.448,0.00023,-0.00237,0.05582,1,0,5.4
4.01,2724735.467,0.00756,0.00313,0.05215,1,0,5.4
4.03,2724735.486,0.00817,0.00069,0.04604,1,0,5.4
4.044,2724735.506,0.00206,-0.00664,0.03993,1,0,5.4
4.064,2724735.525,-0.00954,-0.00053,0.03688,1,0,5.4
4.084,2724735.544,-0.01871,0.00252,0.03138,1,0,5.4
4.102,2724735.563,-0.01749,8e-05,0.01917,1,0,5.4
4.121,2724735.582,-0.00527,-0.00053,-0.00466,1,0,5.4
4.14,2724735.601,0.01306,0.00313,-0.02482,1,0,5.4
4.159,2724735.62,0.02344,-0.00053,-0.03642,1,0,5.4
4.177,2724735.639,0.02039,8e-05,-0.04375,1,0,5.4
4.196,2724735.658,0.0045,-0.00237,-0.04436,1,0,5.4
4.216,2724735.677,-0.0126,-0.00481,-0.0407,1,0,5.4
4.237,2724735.696,-0.02298,-0.00115,-0.03764,1,0,5.4
4.256,2724735.715,-0.02054,-0.00542,-0.03153,1,0,5.4
4.277,2724735.734,-0.00893,-0.0042,-0.02298,1,0,5.4
4.297,2724735.753,0.0045,-0.00359,-0.01443,1,0,5.4
4.315,2724735.772,0.01184,-0.00115,-0.00527,1,0,5.4
4.334,2724735.791,0.01367,-0.00053,0.00023,1,0,5.4
4.348,2724735.81,0.01,0.00069,0.00267,1,0,5.4
4.37,2724735.829,0.00267,8e-05,0.00206,1,0,5.4
4.387,2724735.848,-0.00405,-0.00115,0.00023,1,0,5.4
4.407,2724735.867,-0.01077,-0.00115,-0.00038,1,0,5.4
4.425,2724735.886,-0.01138,-0.00053,0.00084,1,0,5.4
4.444,2724735.905,-0.00771,0.0013,0.00206,1,0,5.4
4.466,2724735.924,0.00084,0.0013,0.00023,1,0,5.4
4.483,2724735.943,0.00817,8e-05,-0.00099,1,0,5.4
4.502,2724735.962,0.01061,-0.00053,-0.00099,1,0,5.4
4.524,2724735.981,0.00634,-0.00115,-0.00038,1,0,5.4
4.539,2724736.0,0.00084,8e-05,0.00084,1,0,5.4
4.558,2724736.019,-0.00466,8e-05,0.00084,1,0,5.4
4.582,2724736.038,-0.0071,0.00069,0.00023,1,0,5.4
4.601,2724736.057,-0.00588,8e-05,-0.00038,1,0,5.4
4.613,2724736.076,-0.00344,-0.00053,0.00023,1,0,5.4
4.636,2724736.095,0.00084,8e-05,0.00023,1,0,5.4
4.653,2724736.114,0.00389,-0.00053,0.00023,1,0,5.4
4.675,2724736.133,0.00573,8e-05,0.00023,1,0,5.4
4.694,2724736.152,0.0045,-0.00115,-0.00038,1,0,5.4
4.715,2724736.171,0.00145,8e-05,-0.00038,1,0,5.4
4.732,2724736.19,-0.00283,8e-05,-0.00038,1,0,5.4
4.748,2724736.209,-0.00466,8e-05,0.00023,1,0,5.4
4.767,2724736.228,-0.00344,8e-05,0.00023,1,0,5.4
4.79,2724736.247,-0.0016,-0.00053,-0.00038,1,0,5.4
4.806,2724736.266,0.00206,8e-05,-0.00038,1,0,5.4
4.826,2724736.285,0.00328,-0.00053,0.00023,1,0,5.4
4.844,2724736.304,0.00328,-0.00115,0.00084,1,0,5.4
4.869,2724736.323,0.00145,8e-05,0.00023,1,0,5.4
4.882,2724736.342,0.00023,-0.00053,0.00023,1,0,5.4
4.901,2724736.361,-0.0016,-0.00053,0.00023,1,0,5.4
4.922,2724736.38,-0.00283,-0.00115,-0.00038,1,0,5.4
4.938,2724736.399,-0.00221,-0.00115,-0.00038,1,0,5.4
4.957,2724736.418,-0.00099,-0.00115,0.00023,1,0,5.4
4.982,2724736.437,0.00206,-0.00053,0.00023,1,0,5.4
5.001,2724736.457,0.00206,8e-05,0.00023,1,0,5.4
5.016,2724736.476,0.00267,8e-05,-0.00038,1,0,5.4
5.035,2724736.495,-0.00038,-0.00053,0.00023,1,0,5.4
5.054,2724736.514,-0.00099,8e-05,0.00084,1,0,5.4
5.085,2724736.533,-0.00221,8e-05,0.00084,1,0,5.4
5.096,2724736.552,-0.00099,-0.00053,0.00145,1,0,5.4
5.109,2724736.571,-0.00038,-0.00053,0.00023,1,0,5.4
5.129,2724736.59,0.00084,8e-05,0.00023,1,0,5.4
5.147,2724736.609,0.00145,8e-05,0.00023,1,0,5.4
5.168,2724736.628,0.00084,8e-05,0.00023,1,0,5.4
5.186,2724736.647,0.00084,-0.00053,0.00023,1,0,5.4
5.21,2724736.666,-0.00099,-0.00053,0.00023,1,0,5.4
5.224,2724736.685,-0.00038,8e-05,0.00023,1,0,5.4
5.242,2724736.704,-0.00099,8e-05,-0.00038,1,0,5.4
5.26,2724736.723,-0.00099,0.00069,-0.00038,1,0,5.4
5.282,2724736.742,0.00023,8e-05,-0.00038,1,0,5.4
5.302,2724736.761,-0.00038,-0.00053,-0.00038,1,0,5.4
5.319,2724736.78,0.00084,-0.00053,0.00023,1,0,5.4
5.338,2724736.799,0.00023,8e-05,0.00084,1,0,5.4
5.358,2724736.818,0.00023,8e-05,-0.00038,1,0,5.4
5.38,2724736.837,-0.00099,8e-05,0.00023,1,0,5.4
5.4,2724736.856,-0.00038,8e-05,0.00023,1,0,5.4
5.421,2724736.875,-0.00099,-0.00053,0.00023,1,0,5.4
5.433,2724736.894,-0.00099,8e-05,0.00023,1,0,5.4
5.453,2724736.913,-0.00038,8e-05,0.00084,1,0,5.4
5.472,2724736.932,0.00023,8e-05,0.00023,1,0,5.4
5.491,2724736.951,0.00084,8e-05,0.00023,1,0,5.4
5.51,2724736.97,0.00023,8e-05,-0.00038,1,0,5.4
5.53,2724736.989,0.00023,8e-05,-0.00038,1,0,5.4
5.547,2724737.008,-0.00099,-0.00053,-0.00038,1,0,5.4
5.567,2724737.027,0.00023,8e-05,0.00084,1,0,5.4
5.589,2724737.046,-0.00038,8e-05,0.00023,1,0,5.4
5.605,2724737.065,0.00145,8e-05,0.00023,1,0,5.4
5.628,2724737.084,0.00023,8e-05,0.00023,1,0,5.4
5.643,2724737.103,0.00084,8e-05,0.00023,1,0,5.4
5.661,2724737.122,0.00084,8e-05,-0.00038,1,0,5.4
5.683,2724737.141,0.00023,8e-05,0.00023,1,0,5.4
5.699,2724737.16,-0.00038,8e-05,0.00023,1,0,5.4
5.718,2724737.179,-0.00038,-0.00053,0.00023,1,0,5.4
5.738,2724737.198,-0.00038,-0.00053,0.00084,1,0,5.4
5.761,2724737.217,-0.00099,8e-05,0.00023,1,0,5.4
5.781,2724737.236,0.00084,8e-05,-0.00038,1,0,5.4
5.797,2724737.255,0.00023,8e-05,0.00023,1,0,5.4
5.814,2724737.274,0.00084,8e-05,0.00023,1,0,5.4
5.832,2724737.293,-0.00038,-0.00053,0.00023,1,0,5.4
5.853,2724737.312,-0.00038,8e-05,0.00023,1,0,5.4
5.875,2724737.331,0.00023,0.00069,0.00023,1,0,5.4
5.895,2724737.35,0.00023,8e-05,0.00084,1,0,5.4
5.913,2724737.369,0.00023,8e-05,0.00084,1,0,5.4
5.932,2724737.389,-0.00038,8e-05,0.00023,1,0,5.4
5.946,2724737.408,0.00084,-0.00053,0.00023,1,0,5.4
5.965,2724737.427,-0.00038,-0.00053,0.00023,1,0,5.4
5.989,2724737.446,0.00084,8e-05,0.00023,1,0,5.4
6.007,2724737.465,-0.00038,-0.00053,-0.00038,1,0,5.4
6.024,2724737.484,0.00023,0.00069,0.00023,1,0,5.4
6.041,2724737.503,-0.00038,8e-05,0.00023,1,0,5.4
6.061,2724737.522,0.00023,8e-05,0.00023,1,0,5.4
6.08,2724737.541,0.00084,8e-05,0.00023,1,0,5.4
6.099,2724737.56,-0.00038,8e-05,0.00023,1,0,5.4
6.117,2724737.579,0.00023,0.00069,0.00084,1,0,5.4
6.138,2724737.598,-0.00038,-0.00053,0.00084,1,0,5.4
6.157,2724737.617,0.00084,8e-05,-0.00038,1,0,5.4
6.175,2724737.636,-0.00038,-0.00053,0.00023,1,0,5.4
6.195,2724737.655,-0.00038,8e-05,-0.00038,1,0,5.4
6.212,2724737.674,-0.00038,8e-05,-0.00038,1,0,5.4
6.234,2724737.693,0.00023,8e-05,-0.00038,1,0,5.4
6.251,2724737.712,0.00023,8e-05,-0.00038,1,0,5.4
6.273,2724737.731,-0.00038,8e-05,-0.00038,1,0,5.4
6.294,2724737.75,0.00084,0.00069,-0.00038,1,0,5.4
6.308,2724737.769,0.00023,0.00069,-0.00038,1,0,5.4
6.33,2724737.788,0.00084,8e-05,0.00023,1,0,5.4
6.346,2724737.807,-0.00099,8e-05,0.00023,1,0,5.4
6.365,2724737.826,-0.00038,8e-05,0.00023,1,0,5.4
6.388,2724737.845,-0.00038,8e-05,0.00023,1,0,5.4
6.404,2724737.864,0.00023,8e-05,-0.00038,1,0,5.4
6.426,2724737.883,-0.00038,8e-05,0.00023,1,0,5.4
6.441,2724737.902,0.00023,8e-05,-0.00038,1,0,5.4
6.459,2724737.921,0.00023,8e-05,-0.00038,1,0,5.4
6.477,2724737.94,-0.00038,-0.00053,0.00023,1,0,5.4
6.501,2724737.959,0.00084,8e-05,0.00023,1,0,5.4
6.518,2724737.978,-0.00099,8e-05,0.00084,1,0,5.4
6.538,2724737.997,-0.00038,8e-05,0.00084,1,0,5.4
6.56,2724738.016,-0.00038,8e-05,-0.00038,1,0,5.4
6.575,2724738.035,0.00084,-0.00053,-0.00038,1,0,5.4
6.597,2724738.054,0.00023,-0.00053,0.00023,1,0,5.4
6.616,2724738.073,0.00023,-0.00053,0.00023,1,0,5.4
6.631,2724738.092,0.00023,-0.00053,-0.00038,1,0,5.4
6.651,2724738.111,0.00023,8e-05,0.00023,1,0,5.4
6.669,2724738.13,0.00023,8e-05,0.00084,1,0,5.4
6.689,2724738.149,0.00023,8e-05,0.00023,1,0,5.4
6.71,2724738.168,0.00084,8e-05,0.00023,1,0,5.4
6.73,2724738.187,-0.00038,8e-05,0.00023,1,0,5.4
6.745,2724738.206,0.00023,8e-05,0.00023,1,0,5.4
6.765,2724738.225,0.00023,8e-05,0.00023,1,0,5.4
6.784,2724738.244,0.00023,-0.00053,0.00023,1,0,5.4
6.804,2724738.263,0.00023,8e-05,0.00023,1,0,5.4
6.826,2724738.282,0.00084,8e-05,0.00023,1,0,5.4
6.841,2724738.301,0.00023,0.00069,0.00023,1,0,5.4
6.858,2724738.321,-0.00038,0.00069,0.00023,1,0,5.4
6.878,2724738.34,0.00023,-0.00053,0.00023,1,0,5.4
6.9,2724738.359,-0.00038,-0.00053,0.00023,1,0,5.4
6.917,2724738.378,0.00023,-0.00053,0.00023,1,0,5.4
6.94,2724738.397,-0.00099,8e-05,-0.00038,1,0,5.4
6.955,2724738.416,0.00084,8e-05,-0.00038,1,0,5.4
6.977,2724738.435,0.00023,-0.00053,-0.00038,1,0,5.4
6.998,2724738.454,0.00023,-0.00053,0.00023,1,0,5.4
7.013,2724738.473,-0.00038,8e-05,0.00023,1,0,5.4
7.032,2724738.492,0.00023,8e-05,0.00023,1,0,5.4
7.051,2724738.511,0.00084,8e-05,0.00023,1,0,5.4
7.081,2724738.53,-0.00038,8e-05,0.00023,1,0,5.4
7.092,2724738.549,0.00023,8e-05,0.00023,1,0,5.4
7.107,2724738.568,-0.00099,-0.00053,0.00023,1,0,5.4
7.126,2724738.587,0.00023,-0.00053,0.00023,1,0,5.4
7.145,2724738.606,0.00023,-0.00053,0.00023,1,0,5.4
7.163,2724738.625,0.00084,-0.00053,0.00023,1,0,5.4
7.183,2724738.644,0.00023,8e-05,-0.00038,1,0,5.4
7.201,2724738.663,-0.00038,8e-05,-0.00038,1,0,5.4
7.222,2724738.682,0.00084,8e-05,0.00023,1,0,5.4
7.239,2724738.701,0.00023,8e-05,0.00084,1,0,5.4
7.262,2724738.72,0.00084,-0.00053,0.00023,1,0,5.4
7.281,2724738.739,-0.00038,-0.00053,-0.00038,1,0,5.4
7.301,2724738.758,0.00084,8e-05,0.00023,1,0,5.4
7.315,2724738.777,0.00023,8e-05,0.00023,1,0,5.4
7.336,2724738.796,0.00023,8e-05,-0.00038,1,0,5.4
7.355,2724738.815,0.00023,8e-05,0.00023,1,0,5.4
7.377,2724738.834,0.00084,8e-05,0.00023,1,0,5.4
7.396,2724738.853,0.00023,8e-05,0.00023,1,0,5.4
7.416,2724738.872,0.00023,8e-05,0.00023,1,0,5.4
7.429,2724738.891,-0.00038,8e-05,0.00023,1,0,5.4
7.449,2724738.91,-0.00038,0.00069,0.00023,1,0,5.4
7.469,2724738.929,0.00069,0.00023,8e-05,1,0,5.4
7.488,2724738.948,-0.00115,0.00023,0.00069,1,0,5.4
7.511,2724738.967,8e-05,0.00023,0.00069,1,0,5.4
7.528,2724738.986,-0.00053,0.00023,8e-05,1,0,5.4
7.545,2724739.005,0.00069,0.00023,-0.00053,1,0,5.4
7.565,2724739.024,0.00069,0.00023,-0.00053,1,0,5.4
7.583,2724739.043,0.00069,-0.00038,-0.00053,1,0,5.4
7.603,2724739.062,8e-05,-0.00038,-0.00053,1,0,5.4
7.621,2724739.081,-0.00053,0.00015,-0.00053,1,0,5.4
7.64,2724739.1,-0.00053,-0.00046,8e-05,1,0,5.4
7.66,2724739.119,-0.00053,-0.00046,8e-05,1,0,5.4
7.68,2724739.138,0.00069,0.00015,8e-05,1,0,5.4
