AppTimestamp(s),SensorTimeStamp(s),Name_SSID,MAC_BSSID,RSS,Label,Latitude,Longitude
1.244,688287.106,UJI,de:9f:db:1b:63:ed,-72.0,10.0,4.8,9.0
1.244,688287.863,MOVISTAR_PLUS_E95D,cc:d4:a1:8a:e9:5e,-89.0,10.0,4.8,9.0
1.244,688285.485,eduroam,04:18:d6:82:26:e8,-49.0,10.0,4.8,9.0
1.244,688287.175,UJI,de:9f:db:1b:91:6a,-84.0,10.0,4.8,9.0
1.244,688285.488,UJI,06:18:d6:82:26:e8,-49.0,10.0,4.8,9.0
1.244,688290.21,eduroam,04:18:d6:81:26:e8,-56.0,10.0,4.8,9.0
1.244,688287.175,eduroam,dc:9f:db:1b:91:6a,-84.0,10.0,4.8,9.0
3.247,688287.106,UJI,de:9f:db:1b:63:ed,-72.0,10.0,4.8,9.0
3.247,688287.863,MOVISTAR_PLUS_E95D,cc:d4:a1:8a:e9:5e,-89.0,10.0,4.8,9.0
3.247,688285.485,eduroam,04:18:d6:82:26:e8,-49.0,10.0,4.8,9.0
3.247,688287.175,UJI,de:9f:db:1b:91:6a,-84.0,10.0,4.8,9.0
3.247,688285.488,UJI,06:18:d6:82:26:e8,-49.0,10.0,4.8,9.0
3.247,688290.21,eduroam,04:18:d6:81:26:e8,-56.0,10.0,4.8,9.0
3.247,688287.175,eduroam,dc:9f:db:1b:91:6a,-84.0,10.0,4.8,9.0
5.241,688287.106,UJI,de:9f:db:1b:63:ed,-72.0,10.0,4.8,9.0
5.241,688287.863,MOVISTAR_PLUS_E95D,cc:d4:a1:8a:e9:5e,-89.0,10.0,4.8,9.0
5.241,688285.485,eduroam,04:18:d6:82:26:e8,-49.0,10.0,4.8,9.0
5.241,688287.175,UJI,de:9f:db:1b:91:6a,-84.0,10.0,4.8,9.0
5.241,688285.488,UJI,06:18:d6:82:26:e8,-49.0,10.0,4.8,9.0
5.241,688290.21,eduroam,04:18:d6:81:26:e8,-56.0,10.0,4.8,9.0
5.241,688287.175,eduroam,dc:9f:db:1b:91:6a,-84.0,10.0,4.8,9.0
7.242,688287.106,UJI,de:9f:db:1b:63:ed,-72.0,10.0,4.8,9.0
7.242,688287.863,MOVISTAR_PLUS_E95D,cc:d4:a1:8a:e9:5e,-89.0,10.0,4.8,9.0
7.242,688285.485,eduroam,04:18:d6:82:26:e8,-49.0,10.0,4.8,9.0
7.242,688287.175,UJI,de:9f:db:1b:91:6a,-84.0,10.0,4.8,9.0
7.242,688285.488,UJI,06:18:d6:82:26:e8,-49.0,10.0,4.8,9.0
7.242,688290.21,eduroam,04:18:d6:81:26:e8,-56.0,10.0,4.8,9.0
7.242,688287.175,eduroam,dc:9f:db:1b:91:6a,-84.0,10.0,4.8,9.0
9.238,688287.106,UJI,de:9f:db:1b:63:ed,-72.0,10.0,4.8,9.0
9.238,688287.863,MOVISTAR_PLUS_E95D,cc:d4:a1:8a:e9:5e,-89.0,10.0,4.8,9.0
9.238,688285.485,eduroam,04:18:d6:82:26:e8,-49.0,10.0,4.8,9.0
9.238,688287.175,UJI,de:9f:db:1b:91:6a,-84.0,10.0,4.8,9.0
9.238,688285.488,UJI,06:18:d6:82:26:e8,-49.0,10.0,4.8,9.0
9.238,688290.21,eduroam,04:18:d6:81:26:e8,-56.0,10.0,4.8,9.0
9.238,688287.175,eduroam,dc:9f:db:1b:91:6a,-84.0,10.0,4.8,9.0
11.246,688287.106,UJI,de:9f:db:1b:63:ed,-72.0,10.0,4.8,9.0
11.246,688287.863,MOVISTAR_PLUS_E95D,cc:d4:a1:8a:e9:5e,-89.0,10.0,4.8,9.0
11.246,688285.485,eduroam,04:18:d6:82:26:e8,-49.0,10.0,4.8,9.0
11.246,688287.175,UJI,de:9f:db:1b:91:6a,-84.0,10.0,4.8,9.0
11.246,688285.488,UJI,06:18:d6:82:26:e8,-49.0,10.0,4.8,9.0
11.246,688290.21,eduroam,04:18:d6:81:26:e8,-56.0,10.0,4.8,9.0
11.246,688287.175,eduroam,dc:9f:db:1b:91:6a,-84.0,10.0,4.8,9.0
13.242,688287.106,UJI,de:9f:db:1b:63:ed,-72.0,10.0,4.8,9.0
13.242,688287.863,MOVISTAR_PLUS_E95D,cc:d4:a1:8a:e9:5e,-89.0,10.0,4.8,9.0
13.242,688285.485,eduroam,04:18:d6:82:26:e8,-49.0,10.0,4.8,9.0
13.242,688287.175,UJI,de:9f:db:1b:91:6a,-84.0,10.0,4.8,9.0
13.242,688285.488,UJI,06:18:d6:82:26:e8,-49.0,10.0,4.8,9.0
13.242,688290.21,eduroam,04:18:d6:81:26:e8,-56.0,10.0,4.8,9.0
13.242,688287.175,eduroam,dc:9f:db:1b:91:6a,-84.0,10.0,4.8,9.0
15.243,688287.106,UJI,de:9f:db:1b:63:ed,-72.0,10.0,4.8,9.0
15.243,688287.863,MOVISTAR_PLUS_E95D,cc:d4:a1:8a:e9:5e,-89.0,10.0,4.8,9.0
15.243,688285.485,eduroam,04:18:d6:82:26:e8,-49.0,10.0,4.8,9.0
15.243,688287.175,UJI,de:9f:db:1b:91:6a,-84.0,10.0,4.8,9.0
15.243,688285.488,UJI,06:18:d6:82:26:e8,-49.0,10.0,4.8,9.0
15.243,688290.21,eduroam,04:18:d6:81:26:e8,-56.0,10.0,4.8,9.0
15.243,688287.175,eduroam,dc:9f:db:1b:91:6a,-84.0,10.0,4.8,9.0
17.241,688287.106,UJI,de:9f:db:1b:63:ed,-72.0,10.0,4.8,9.0
17.241,688287.863,MOVISTAR_PLUS_E95D,cc:d4:a1:8a:e9:5e,-89.0,10.0,4.8,9.0
17.241,688285.485,eduroam,04:18:d6:82:26:e8,-49.0,10.0,4.8,9.0
17.241,688287.175,UJI,de:9f:db:1b:91:6a,-84.0,10.0,4.8,9.0
17.241,688285.488,UJI,06:18:d6:82:26:e8,-49.0,10.0,4.8,9.0
17.241,688290.21,eduroam,04:18:d6:81:26:e8,-56.0,10.0,4.8,9.0
17.241,688287.175,eduroam,dc:9f:db:1b:91:6a,-84.0,10.0,4.8,9.0
19.244,688287.106,UJI,de:9f:db:1b:63:ed,-72.0,10.0,4.8,9.0
19.244,688287.863,MOVISTAR_PLUS_E95D,cc:d4:a1:8a:e9:5e,-89.0,10.0,4.8,9.0
19.244,688285.485,eduroam,04:18:d6:82:26:e8,-49.0,10.0,4.8,9.0
19.244,688287.175,UJI,de:9f:db:1b:91:6a,-84.0,10.0,4.8,9.0
19.244,688285.488,UJI,06:18:d6:82:26:e8,-49.0,10.0,4.8,9.0
19.244,688290.21,eduroam,04:18:d6:81:26:e8,-56.0,10.0,4.8,9.0
19.244,688287.175,eduroam,dc:9f:db:1b:91:6a,-84.0,10.0,4.8,9.0
21.241,688287.106,UJI,de:9f:db:1b:63:ed,-72.0,10.0,4.8,9.0
21.241,688287.863,MOVISTAR_PLUS_E95D,cc:d4:a1:8a:e9:5e,-89.0,10.0,4.8,9.0
21.241,688285.485,eduroam,04:18:d6:82:26:e8,-49.0,10.0,4.8,9.0
21.241,688287.175,UJI,de:9f:db:1b:91:6a,-84.0,10.0,4.8,9.0
21.241,688285.488,UJI,06:18:d6:82:26:e8,-49.0,10.0,4.8,9.0
21.241,688290.21,eduroam,04:18:d6:81:26:e8,-56.0,10.0,4.8,9.0
21.241,688287.175,eduroam,dc:9f:db:1b:91:6a,-84.0,10.0,4.8,9.0
23.244,688287.106,UJI,de:9f:db:1b:63:ed,-72.0,10.0,4.8,9.0
23.244,688287.863,MOVISTAR_PLUS_E95D,cc:d4:a1:8a:e9:5e,-89.0,10.0,4.8,9.0
23.244,688285.485,eduroam,04:18:d6:82:26:e8,-49.0,10.0,4.8,9.0
23.244,688287.175,UJI,de:9f:db:1b:91:6a,-84.0,10.0,4.8,9.0
23.244,688285.488,UJI,06:18:d6:82:26:e8,-49.0,10.0,4.8,9.0
23.244,688290.21,eduroam,04:18:d6:81:26:e8,-56.0,10.0,4.8,9.0
23.244,688287.175,eduroam,dc:9f:db:1b:91:6a,-84.0,10.0,4.8,9.0
27.236,688287.106,UJI,de:9f:db:1b:63:ed,-72.0,10.0,4.8,9.0
27.236,688287.863,MOVISTAR_PLUS_E95D,cc:d4:a1:8a:e9:5e,-89.0,10.0,4.8,9.0
