AppTimestamp(s),SensorTimeStamp(s),Name_SSID,MAC_BSSID,RSS,Label,Latitude,Longitude
5.42,614191.782,480Invitados,34:3a:20:a6:f5:22,-82.0,5.0,3.0,3.0
5.42,614191.783,cuatroochenta,34:3a:20:a6:f5:23,-83.0,5.0,3.0,3.0
5.42,614192.14,UJI,de:9f:db:1b:63:ed,-78.0,5.0,3.0,3.0
5.42,614191.417,GEOTECWIFI03,f8:1a:67:37:05:b8,-57.0,5.0,3.0,3.0
5.42,614192.216,UJI,de:9f:db:1b:91:6a,-85.0,5.0,3.0,3.0
5.42,614193.604,,58:d9:d5:82:52:e4,-86.0,5.0,3.0,3.0
5.42,614195.069,eduroam,04:18:d6:81:26:e8,-64.0,5.0,3.0,3.0
5.42,614192.216,eduroam,dc:9f:db:1b:91:6a,-83.0,5.0,3.0,3.0
6.218,614191.782,480Invitados,34:3a:20:a6:f5:22,-82.0,5.0,3.0,3.0
6.218,614191.783,cuatroochenta,34:3a:20:a6:f5:23,-83.0,5.0,3.0,3.0
6.218,614192.14,UJI,de:9f:db:1b:63:ed,-78.0,5.0,3.0,3.0
6.218,614191.417,GEOTECWIFI03,f8:1a:67:37:05:b8,-57.0,5.0,3.0,3.0
6.218,614192.216,UJI,de:9f:db:1b:91:6a,-85.0,5.0,3.0,3.0
6.218,614193.604,,58:d9:d5:82:52:e4,-86.0,5.0,3.0,3.0
6.218,614195.069,eduroam,04:18:d6:81:26:e8,-64.0,5.0,3.0,3.0
6.218,614192.216,eduroam,dc:9f:db:1b:91:6a,-83.0,5.0,3.0,3.0
8.152,614191.782,480Invitados,34:3a:20:a6:f5:22,-82.0,5.0,3.0,3.0
8.152,614191.783,cuatroochenta,34:3a:20:a6:f5:23,-83.0,5.0,3.0,3.0
8.152,614192.14,UJI,de:9f:db:1b:63:ed,-78.0,5.0,3.0,3.0
8.152,614191.417,GEOTECWIFI03,f8:1a:67:37:05:b8,-57.0,5.0,3.0,3.0
8.152,614192.216,UJI,de:9f:db:1b:91:6a,-85.0,5.0,3.0,3.0
8.152,614193.604,,58:d9:d5:82:52:e4,-86.0,5.0,3.0,3.0
8.152,614195.069,eduroam,04:18:d6:81:26:e8,-64.0,5.0,3.0,3.0
