AppTimestamp(s),SensorTimeStamp(s),Name_SSID,MAC_BSSID,RSS,Label,Latitude,Longitude
1.49,611877.203,eduroam,dc:9f:db:1c:63:ed,-57.0,0.0,0.0,0.6
1.49,611878.234,UJI,de:9f:db:1b:63:ed,-71.0,0.0,0.0,0.6
1.49,611876.54,eduroam,dc:9f:db:1c:91:6a,-80.0,0.0,0.0,0.6
1.49,611876.526,UJI,02:27:22:0b:c7:25,-88.0,0.0,0.0,0.6
1.49,611879.715,MOVISTAR_PLUS_E95D,cc:d4:a1:8a:e9:5e,-89.0,0.0,0.0,0.6
1.49,611876.548,eduroam,04:18:d6:82:26:e8,-68.0,0.0,0.0,0.6
1.49,611878.318,UJI,de:9f:db:1b:91:6a,-85.0,0.0,0.0,0.6
1.49,611876.542,UJI,06:18:d6:82:26:e8,-70.0,0.0,0.0,0.6
1.49,611877.195,UJI,de:9f:db:1c:63:ed,-57.0,0.0,0.0,0.6
1.49,611876.544,UJI,de:9f:db:1c:91:6a,-81.0,0.0,0.0,0.6
1.49,611881.275,eduroam,04:18:d6:81:26:e8,-62.0,0.0,0.0,0.6
1.49,611878.318,eduroam,dc:9f:db:1b:91:6a,-84.0,0.0,0.0,0.6
3.61,611877.203,eduroam,dc:9f:db:1c:63:ed,-57.0,0.0,0.0,0.6
3.61,611878.234,UJI,de:9f:db:1b:63:ed,-71.0,0.0,0.0,0.6
3.61,611876.54,eduroam,dc:9f:db:1c:91:6a,-80.0,0.0,0.0,0.6
3.61,611876.526,UJI,02:27:22:0b:c7:25,-88.0,0.0,0.0,0.6
3.61,611879.715,MOVISTAR_PLUS_E95D,cc:d4:a1:8a:e9:5e,-89.0,0.0,0.0,0.6
3.61,611876.548,eduroam,04:18:d6:82:26:e8,-68.0,0.0,0.0,0.6
3.61,611878.318,UJI,de:9f:db:1b:91:6a,-85.0,0.0,0.0,0.6
3.61,611876.542,UJI,06:18:d6:82:26:e8,-70.0,0.0,0.0,0.6
3.61,611877.195,UJI,de:9f:db:1c:63:ed,-57.0,0.0,0.0,0.6
3.61,611876.544,UJI,de:9f:db:1c:91:6a,-81.0,0.0,0.0,0.6
3.61,611881.275,eduroam,04:18:d6:81:26:e8,-62.0,0.0,0.0,0.6
3.61,611878.318,eduroam,dc:9f:db:1b:91:6a,-84.0,0.0,0.0,0.6
5.589,611877.203,eduroam,dc:9f:db:1c:63:ed,-57.0,0.0,0.0,0.6
5.589,611878.234,UJI,de:9f:db:1b:63:ed,-71.0,0.0,0.0,0.6
5.589,611876.54,eduroam,dc:9f:db:1c:91:6a,-80.0,0.0,0.0,0.6
5.589,611876.526,UJI,02:27:22:0b:c7:25,-88.0,0.0,0.0,0.6
5.589,611879.715,MOVISTAR_PLUS_E95D,cc:d4:a1:8a:e9:5e,-89.0,0.0,0.0,0.6
5.589,611876.548,eduroam,04:18:d6:82:26:e8,-68.0,0.0,0.0,0.6
5.589,611878.318,UJI,de:9f:db:1b:91:6a,-85.0,0.0,0.0,0.6
5.589,611876.542,UJI,06:18:d6:82:26:e8,-70.0,0.0,0.0,0.6
5.589,611877.195,UJI,de:9f:db:1c:63:ed,-57.0,0.0,0.0,0.6
5.589,611876.544,UJI,de:9f:db:1c:91:6a,-81.0,0.0,0.0,0.6
5.589,611881.275,eduroam,04:18:d6:81:26:e8,-62.0,0.0,0.0,0.6
5.589,611878.318,eduroam,dc:9f:db:1b:91:6a,-84.0,0.0,0.0,0.6
6.717,611885.789,guifi.net/CS-UJInuvolguifi4,02:ca:ff:ee:ba:be,-92.0,0.0,0.0,0.6
6.717,611882.28,eduroam,dc:9f:db:1c:63:ed,-57.0,0.0,0.0,0.6
6.717,611883.338,UJI,de:9f:db:1b:63:ed,-72.0,0.0,0.0,0.6
6.717,611881.667,eduroam,dc:9f:db:1c:91:6a,-79.0,0.0,0.0,0.6
6.717,611884.938,MOVISTAR_PLUS_E95D,cc:d4:a1:8a:e9:5e,-89.0,0.0,0.0,0.6
6.717,611882.588,GEOTECWIFI03,f8:1a:67:37:05:b8,-64.0,0.0,0.0,0.6
6.717,611881.669,eduroam,04:18:d6:82:26:e8,-66.0,0.0,0.0,0.6
6.717,611883.405,UJI,de:9f:db:1b:91:6a,-82.0,0.0,0.0,0.6
6.717,611883.483,UJI,06:18:d6:81:26:e8,-63.0,0.0,0.0,0.6
6.717,611881.681,UJI,06:18:d6:82:26:e8,-69.0,0.0,0.0,0.6
6.717,611881.66,eduroam,00:27:22:0b:54:e2,-73.0,0.0,0.0,0.6
6.717,611881.664,UJI,e4:8d:8c:47:46:4b,-72.0,0.0,0.0,0.6
6.717,611882.287,loopersweare,e8:65:d4:b0:8e:c9,-76.0,0.0,0.0,0.6
6.717,611882.281,UJI,de:9f:db:1c:63:ed,-57.0,0.0,0.0,0.6
6.717,611886.499,eduroam,04:18:d6:81:26:e8,-56.0,0.0,0.0,0.6
6.717,611883.41,eduroam,dc:9f:db:1b:91:6a,-81.0,0.0,0.0,0.6
7.595,611885.789,guifi.net/CS-UJInuvolguifi4,02:ca:ff:ee:ba:be,-92.0,0.0,0.0,0.6
7.595,611882.28,eduroam,dc:9f:db:1c:63:ed,-57.0,0.0,0.0,0.6
7.595,611883.338,UJI,de:9f:db:1b:63:ed,-72.0,0.0,0.0,0.6
7.595,611881.667,eduroam,dc:9f:db:1c:91:6a,-79.0,0.0,0.0,0.6
7.595,611884.938,MOVISTAR_PLUS_E95D,cc:d4:a1:8a:e9:5e,-89.0,0.0,0.0,0.6
7.595,611882.588,GEOTECWIFI03,f8:1a:67:37:05:b8,-64.0,0.0,0.0,0.6
7.595,611881.669,eduroam,04:18:d6:82:26:e8,-66.0,0.0,0.0,0.6
7.595,611883.405,UJI,de:9f:db:1b:91:6a,-82.0,0.0,0.0,0.6
7.595,611883.483,UJI,06:18:d6:81:26:e8,-63.0,0.0,0.0,0.6
7.595,611881.681,UJI,06:18:d6:82:26:e8,-69.0,0.0,0.0,0.6
7.595,611881.66,eduroam,00:27:22:0b:54:e2,-73.0,0.0,0.0,0.6
7.595,611881.664,UJI,e4:8d:8c:47:46:4b,-72.0,0.0,0.0,0.6
7.595,611882.287,loopersweare,e8:65:d4:b0:8e:c9,-76.0,0.0,0.0,0.6
7.595,611882.281,UJI,de:9f:db:1c:63:ed,-57.0,0.0,0.0,0.6
7.595,611886.499,eduroam,04:18:d6:81:26:e8,-56.0,0.0,0.0,0.6
7.595,611883.41,eduroam,dc:9f:db:1b:91:6a,-81.0,0.0,0.0,0.6
9.606,611885.789,guifi.net/CS-UJInuvolguifi4,02:ca:ff:ee:ba:be,-92.0,0.0,0.0,0.6
9.606,611882.28,eduroam,dc:9f:db:1c:63:ed,-57.0,0.0,0.0,0.6
9.606,611883.338,UJI,de:9f:db:1b:63:ed,-72.0,0.0,0.0,0.6
9.606,611881.667,eduroam,dc:9f:db:1c:91:6a,-79.0,0.0,0.0,0.6
9.606,611884.938,MOVISTAR_PLUS_E95D,cc:d4:a1:8a:e9:5e,-89.0,0.0,0.0,0.6
9.606,611882.588,GEOTECWIFI03,f8:1a:67:37:05:b8,-64.0,0.0,0.0,0.6
9.606,611881.669,eduroam,04:18:d6:82:26:e8,-66.0,0.0,0.0,0.6
9.606,611883.405,UJI,de:9f:db:1b:91:6a,-82.0,0.0,0.0,0.6
9.606,611883.483,UJI,06:18:d6:81:26:e8,-63.0,0.0,0.0,0.6
9.606,611881.681,UJI,06:18:d6:82:26:e8,-69.0,0.0,0.0,0.6
9.606,611881.66,eduroam,00:27:22:0b:54:e2,-73.0,0.0,0.0,0.6
9.606,611881.664,UJI,e4:8d:8c:47:46:4b,-72.0,0.0,0.0,0.6
9.606,611882.287,loopersweare,e8:65:d4:b0:8e:c9,-76.0,0.0,0.0,0.6
9.606,611882.281,UJI,de:9f:db:1c:63:ed,-57.0,0.0,0.0,0.6
9.606,611886.499,eduroam,04:18:d6:81:26:e8,-56.0,0.0,0.0,0.6
9.606,611883.41,eduroam,dc:9f:db:1b:91:6a,-81.0,0.0,0.0,0.6
11.601,611885.789,guifi.net/CS-UJInuvolguifi4,02:ca:ff:ee:ba:be,-92.0,0.0,0.0,0.6
11.601,611882.28,eduroam,dc:9f:db:1c:63:ed,-57.0,0.0,0.0,0.6
11.601,611883.338,UJI,de:9f:db:1b:63:ed,-72.0,0.0,0.0,0.6
11.601,611881.667,eduroam,dc:9f:db:1c:91:6a,-79.0,0.0,0.0,0.6
11.601,611884.938,MOVISTAR_PLUS_E95D,cc:d4:a1:8a:e9:5e,-89.0,0.0,0.0,0.6
11.601,611882.588,GEOTECWIFI03,f8:1a:67:37:05:b8,-64.0,0.0,0.0,0.6
11.601,611881.669,eduroam,04:18:d6:82:26:e8,-66.0,0.0,0.0,0.6
11.601,611883.405,UJI,de:9f:db:1b:91:6a,-82.0,0.0,0.0,0.6
11.601,611883.483,UJI,06:18:d6:81:26:e8,-63.0,0.0,0.0,0.6
11.601,611881.681,UJI,06:18:d6:82:26:e8,-69.0,0.0,0.0,0.6
11.601,611881.66,eduroam,00:27:22:0b:54:e2,-73.0,0.0,0.0,0.6
11.601,611881.664,UJI,e4:8d:8c:47:46:4b,-72.0,0.0,0.0,0.6
11.601,611882.287,loopersweare,e8:65:d4:b0:8e:c9,-76.0,0.0,0.0,0.6
11.601,611882.281,UJI,de:9f:db:1c:63:ed,-57.0,0.0,0.0,0.6
