AppTimestamp(s),SensorTimestamp(s),Acc_X,Acc_Y,Acc_Z,Label,Latitude,Longitude
3.667,2735686.851,-0.01167,-0.32243,9.88445,9,4.8,6
3.681,2735686.87,-0.01645,-0.3009,9.87249,9,4.8,6
3.701,2735686.889,-0.01645,-0.32722,9.88924,9,4.8,6
3.722,2735686.908,-0.00688,-0.31525,9.87967,9,4.8,6
3.739,2735686.927,-0.01406,-0.31525,9.87967,9,4.8,6
3.757,2735686.946,-0.02124,-0.31047,9.87009,9,4.8,6
3.777,2735686.965,-0.02363,-0.31765,9.87967,9,4.8,6
3.795,2735686.984,-0.01645,-0.32243,9.87249,9,4.8,6
3.817,2735687.003,-0.00449,-0.31286,9.88445,9,4.8,6
3.836,2735687.022,-0.00688,-0.32722,9.88684,9,4.8,6
3.857,2735687.041,-0.01406,-0.31047,9.88684,9,4.8,6
3.874,2735687.06,-0.00927,-0.30808,9.87967,9,4.8,6
3.891,2735687.079,-0.01406,-0.31286,9.87967,9,4.8,6
3.912,2735687.098,-0.00688,-0.31525,9.87727,9,4.8,6
3.935,2735687.117,-0.01406,-0.32243,9.88684,9,4.8,6
3.951,2735687.136,-0.00927,-0.31525,9.87967,9,4.8,6
3.969,2735687.155,-0.00927,-0.32483,9.88445,9,4.8,6
3.987,2735687.174,-0.01167,-0.30568,9.87488,9,4.8,6
4.006,2735687.193,-0.00927,-0.32004,9.88206,9,4.8,6
4.028,2735687.212,-0.01645,-0.31525,9.8677,9,4.8,6
4.044,2735687.231,-0.01406,-0.31765,9.88924,9,4.8,6
4.063,2735687.25,-0.02841,-0.31286,9.8677,9,4.8,6
4.083,2735687.269,-0.02602,-0.31047,9.89402,9,4.8,6
4.101,2735687.288,-0.01884,-0.32483,9.87488,9,4.8,6
4.12,2735687.307,-0.01406,-0.32483,9.88445,9,4.8,6
4.138,2735687.326,-0.00449,-0.32722,9.87727,9,4.8,6
4.158,2735687.345,-0.02124,-0.31765,9.87727,9,4.8,6
4.177,2735687.364,-0.02363,-0.3344,9.87727,9,4.8,6
4.196,2735687.383,-0.01645,-0.31765,9.88445,9,4.8,6
