AppTimestamp(s),SensorTimestamp(s),Acc_X,Acc_Y,Acc_Z,Label,Latitude,Longitude
1.816,2732352.238,-0.02602,-0.38704,9.87727,6,3,0.6
1.84,2732352.257,-0.01884,-0.39182,9.87488,6,3,0.6
1.853,2732352.276,-0.02602,-0.40379,9.88684,6,3,0.6
1.872,2732352.295,-0.03081,-0.39422,9.8677,6,3,0.6
1.896,2732352.314,-0.02124,-0.40857,9.88206,6,3,0.6
1.911,2732352.333,-0.0332,-0.37986,9.87727,6,3,0.6
1.93,2732352.352,-0.02841,-0.38465,9.87488,6,3,0.6
1.949,2732352.371,-0.02602,-0.4014,9.87727,6,3,0.6
1.968,2732352.39,-0.01884,-0.39422,9.88445,6,3,0.6
1.986,2732352.409,-0.00927,-0.39661,9.88206,6,3,0.6
2.005,2732352.428,-0.01406,-0.39182,9.87967,6,3,0.6
2.025,2732352.447,-0.02124,-0.40857,9.87488,6,3,0.6
2.048,2732352.467,-0.02841,-0.40379,9.87249,6,3,0.6
2.099,2732352.486,-0.03081,-0.39661,9.87967,6,3,0.6
2.101,2732352.505,-0.02363,-0.399,9.87249,6,3,0.6
2.101,2732352.524,-0.02841,-0.399,9.87727,6,3,0.6
2.121,2732352.543,-0.02124,-0.39182,9.87488,6,3,0.6
2.139,2732352.562,-0.02124,-0.40379,9.87249,6,3,0.6
2.156,2732352.581,-0.02602,-0.399,9.87967,6,3,0.6
2.176,2732352.6,-0.02841,-0.39422,9.87967,6,3,0.6
2.196,2732352.619,-0.01884,-0.39422,9.87727,6,3,0.6
2.215,2732352.638,-0.01884,-0.39422,9.88684,6,3,0.6
2.235,2732352.657,-0.01406,-0.38704,9.86531,6,3,0.6
2.252,2732352.676,-0.02363,-0.37986,9.88445,6,3,0.6
2.271,2732352.695,-0.01406,-0.40618,9.87967,6,3,0.6
2.291,2732352.714,-0.02124,-0.40857,9.8677,6,3,0.6
2.31,2732352.733,-0.02363,-0.39661,9.89402,6,3,0.6
2.329,2732352.752,-0.02602,-0.40379,9.86531,6,3,0.6
2.348,2732352.771,-0.02124,-0.40857,9.88206,6,3,0.6
2.366,2732352.79,-0.02363,-0.40618,9.87967,6,3,0.6
2.385,2732352.809,-0.0332,-0.41097,9.87727,6,3,0.6
2.406,2732352.828,-0.01645,-0.4014,9.87727,6,3,0.6
2.424,2732352.847,-0.01884,-0.38704,9.87249,6,3,0.6
2.443,2732352.866,-0.01406,-0.38704,9.88445,6,3,0.6
2.462,2732352.885,-0.01406,-0.399,9.87727,6,3,0.6
2.48,2732352.904,-0.01884,-0.39422,9.88445,6,3,0.6
2.501,2732352.923,-0.01645,-0.38943,9.87727,6,3,0.6
2.522,2732352.942,-0.01406,-0.4014,9.87727,6,3,0.6
2.539,2732352.961,-0.01406,-0.399,9.88445,6,3,0.6
2.556,2732352.98,-0.02124,-0.39661,9.87727,6,3,0.6
2.577,2732352.999,-0.02363,-0.4014,9.88445,6,3,0.6
2.598,2732353.018,-0.02124,-0.39661,9.87009,6,3,0.6
2.617,2732353.037,-0.01645,-0.39422,9.87967,6,3,0.6
2.635,2732353.056,-0.01884,-0.40379,9.87488,6,3,0.6
2.653,2732353.075,-0.02841,-0.4014,9.87727,6,3,0.6
2.671,2732353.094,-0.01884,-0.39661,9.89163,6,3,0.6
2.691,2732353.113,-0.02363,-0.40857,9.87727,6,3,0.6
2.709,2732353.132,-0.02363,-0.39661,9.88206,6,3,0.6
2.731,2732353.151,-0.01884,-0.39422,9.87488,6,3,0.6
2.748,2732353.17,-0.01884,-0.39422,9.87967,6,3,0.6
2.77,2732353.189,-0.02841,-0.38943,9.87249,6,3,0.6
2.784,2732353.208,-0.03559,-0.39422,9.88206,6,3,0.6
2.804,2732353.227,-0.01406,-0.4014,9.88445,6,3,0.6
2.824,2732353.246,-0.01645,-0.39182,9.87249,6,3,0.6
2.844,2732353.265,-0.03081,-0.40857,9.88445,6,3,0.6
2.862,2732353.284,-0.02602,-0.399,9.87488,6,3,0.6
2.883,2732353.303,-0.01884,-0.39422,9.88924,6,3,0.6
2.903,2732353.322,-0.02363,-0.39182,9.87727,6,3,0.6
2.921,2732353.341,-0.0332,-0.399,9.8677,6,3,0.6
2.939,2732353.361,-0.01167,-0.399,9.88684,6,3,0.6
2.955,2732353.38,-0.02363,-0.38465,9.87488,6,3,0.6
2.979,2732353.399,-0.02124,-0.38704,9.87488,6,3,0.6
2.997,2732353.418,-0.02363,-0.40379,9.87488,6,3,0.6
3.016,2732353.437,-0.01884,-0.39182,9.87249,6,3,0.6
3.036,2732353.456,-0.02124,-0.40618,9.87249,6,3,0.6
3.055,2732353.475,-0.02602,-0.39661,9.87009,6,3,0.6
3.071,2732353.494,-0.00927,-0.39661,9.87249,6,3,0.6
3.09,2732353.513,-0.02124,-0.39422,9.87967,6,3,0.6
3.11,2732353.532,-0.01884,-0.39182,9.88445,6,3,0.6
3.127,2732353.551,-0.03559,-0.40618,9.87249,6,3,0.6
3.147,2732353.57,-0.02841,-0.39661,9.87009,6,3,0.6
3.164,2732353.589,-0.02124,-0.39182,9.87727,6,3,0.6
3.184,2732353.608,-0.01406,-0.399,9.87727,6,3,0.6
3.203,2732353.627,-0.02363,-0.40618,9.88684,6,3,0.6
3.223,2732353.646,-0.02363,-0.39422,9.88206,6,3,0.6
3.242,2732353.665,-0.02363,-0.38465,9.87967,6,3,0.6
3.26,2732353.684,-0.01884,-0.39661,9.87488,6,3,0.6
3.282,2732353.703,-0.01645,-0.40379,9.87488,6,3,0.6
3.3,2732353.722,-0.02363,-0.39661,9.87727,6,3,0.6
3.323,2732353.741,-0.02363,-0.4014,9.88206,6,3,0.6
3.339,2732353.76,-0.01167,-0.39661,9.87488,6,3,0.6
3.355,2732353.779,-0.02363,-0.37507,9.87249,6,3,0.6
3.38,2732353.798,-0.02363,-0.4014,9.88206,6,3,0.6
3.398,2732353.817,-0.01645,-0.40618,9.87967,6,3,0.6
3.419,2732353.836,-0.02363,-0.4014,9.88206,6,3,0.6
3.438,2732353.855,-0.01167,-0.40618,9.88445,6,3,0.6
3.454,2732353.874,-0.00688,-0.4014,9.86531,6,3,0.6
3.471,2732353.893,-0.01645,-0.39182,9.88206,6,3,0.6
3.489,2732353.912,-0.01406,-0.38943,9.88206,6,3,0.6
3.53,2732353.931,-0.01167,-0.399,9.88445,6,3,0.6
3.53,2732353.95,-0.01884,-0.399,9.88445,6,3,0.6
3.546,2732353.969,-0.02124,-0.39661,9.87488,6,3,0.6
3.565,2732353.988,-0.01645,-0.39422,9.88684,6,3,0.6
3.583,2732354.007,-0.01645,-0.38704,9.87009,6,3,0.6
3.602,2732354.026,-0.01406,-0.4014,9.87009,6,3,0.6
3.623,2732354.045,-0.01167,-0.40857,9.88206,6,3,0.6
3.64,2732354.064,-0.00688,-0.40618,9.87488,6,3,0.6
3.66,2732354.083,-0.01406,-0.40857,9.88206,6,3,0.6
3.681,2732354.102,-0.01884,-0.39422,9.87727,6,3,0.6
3.703,2732354.121,-0.02841,-0.40379,9.88206,6,3,0.6
3.723,2732354.14,-0.02841,-0.4014,9.87727,6,3,0.6
3.738,2732354.159,-0.02124,-0.4014,9.88445,6,3,0.6
3.755,2732354.178,-0.02602,-0.38943,9.87488,6,3,0.6
3.775,2732354.197,-0.02363,-0.39661,9.87488,6,3,0.6
3.795,2732354.216,-0.02124,-0.399,9.87727,6,3,0.6
3.813,2732354.235,-0.02363,-0.40857,9.87967,6,3,0.6
3.835,2732354.255,-0.01645,-0.39661,9.87488,6,3,0.6
3.851,2732354.274,-0.02841,-0.40379,9.88445,6,3,0.6
3.872,2732354.293,-0.02363,-0.38943,9.87967,6,3,0.6
3.89,2732354.312,-0.01645,-0.41097,9.88206,6,3,0.6
3.91,2732354.331,-0.01645,-0.39661,9.87249,6,3,0.6
3.928,2732354.35,-0.01167,-0.399,9.88684,6,3,0.6
3.947,2732354.369,-0.01645,-0.39182,9.8677,6,3,0.6
3.965,2732354.388,-0.00927,-0.40379,9.88206,6,3,0.6
3.983,2732354.407,-0.02124,-0.39661,9.88206,6,3,0.6
4.003,2732354.426,-0.04038,-0.41336,9.87967,6,3,0.6
4.023,2732354.445,-0.02124,-0.40857,9.88206,6,3,0.6
4.042,2732354.464,-0.02363,-0.39661,9.87009,6,3,0.6
4.061,2732354.483,-0.01884,-0.39422,9.88206,6,3,0.6
4.082,2732354.502,-0.01884,-0.399,9.8677,6,3,0.6
4.099,2732354.521,-0.02124,-0.38225,9.87488,6,3,0.6
4.118,2732354.54,-0.01884,-0.399,9.88445,6,3,0.6
4.136,2732354.559,-0.01167,-0.39661,9.87009,6,3,0.6
4.154,2732354.578,-0.01884,-0.39182,9.88684,6,3,0.6
4.175,2732354.597,-0.02363,-0.40857,9.87488,6,3,0.6
4.194,2732354.616,-0.02363,-0.39661,9.88684,6,3,0.6
4.214,2732354.635,-0.02363,-0.41575,9.87967,6,3,0.6
4.232,2732354.654,-0.01406,-0.41097,9.87967,6,3,0.6
4.254,2732354.673,-0.01406,-0.399,9.87488,6,3,0.6
4.272,2732354.692,-0.01645,-0.4014,9.87249,6,3,0.6
4.29,2732354.711,-0.01406,-0.41575,9.87249,6,3,0.6
4.31,2732354.73,-0.03559,-0.39661,9.88206,6,3,0.6
4.331,2732354.749,-0.02124,-0.39661,9.88445,6,3,0.6
4.346,2732354.768,-0.01645,-0.40618,9.8677,6,3,0.6
4.364,2732354.787,-0.02124,-0.38943,9.88206,6,3,0.6
4.384,2732354.806,-0.02363,-0.399,9.87967,6,3,0.6
4.403,2732354.825,-0.01884,-0.39661,9.87488,6,3,0.6
4.424,2732354.844,-0.01406,-0.4014,9.88206,6,3,0.6
4.443,2732354.863,-0.02841,-0.39182,9.87967,6,3,0.6
4.46,2732354.882,-0.02602,-0.39422,9.89402,6,3,0.6
4.484,2732354.901,-0.01406,-0.4014,9.87488,6,3,0.6
4.5,2732354.92,-0.02124,-0.40618,9.88445,6,3,0.6
4.522,2732354.939,-0.02124,-0.4014,9.87249,6,3,0.6
4.539,2732354.958,-0.01884,-0.39661,9.87727,6,3,0.6
4.555,2732354.977,-0.02841,-0.40379,9.87488,6,3,0.6
4.575,2732354.996,-0.02841,-0.4014,9.87488,6,3,0.6
4.594,2732355.015,-0.02124,-0.39661,9.87967,6,3,0.6
4.612,2732355.034,-0.01884,-0.39661,9.87488,6,3,0.6
4.632,2732355.053,-0.01884,-0.39422,9.88206,6,3,0.6
4.65,2732355.072,-0.02363,-0.40857,9.87727,6,3,0.6
4.67,2732355.091,-0.02841,-0.40379,9.88206,6,3,0.6
4.69,2732355.11,-0.02602,-0.40379,9.87967,6,3,0.6
4.707,2732355.129,-0.01884,-0.39661,9.87727,6,3,0.6
4.726,2732355.149,-0.02602,-0.41336,9.88206,6,3,0.6
4.749,2732355.168,-0.01406,-0.40618,9.8677,6,3,0.6
4.763,2732355.187,-0.01645,-0.399,9.89163,6,3,0.6
4.781,2732355.206,-0.02363,-0.38465,9.86531,6,3,0.6
4.805,2732355.225,-0.02124,-0.4014,9.87967,6,3,0.6
4.823,2732355.244,-0.03081,-0.41097,9.87727,6,3,0.6
4.841,2732355.263,-0.02602,-0.40857,9.88684,6,3,0.6
4.859,2732355.282,-0.02124,-0.39422,9.87727,6,3,0.6
4.878,2732355.301,-0.02602,-0.39661,9.8677,6,3,0.6
4.898,2732355.32,-0.02124,-0.39182,9.88445,6,3,0.6
4.92,2732355.339,-0.0332,-0.40618,9.88206,6,3,0.6
4.939,2732355.358,-0.02602,-0.38465,9.88206,6,3,0.6
4.955,2732355.377,-0.01645,-0.39661,9.87967,6,3,0.6
4.973,2732355.396,-0.01645,-0.4014,9.87488,6,3,0.6
4.993,2732355.415,-0.01645,-0.40379,9.87249,6,3,0.6
5.016,2732355.434,-0.02124,-0.4014,9.88684,6,3,0.6
5.03,2732355.453,-0.01406,-0.40379,9.87488,6,3,0.6
5.05,2732355.472,-0.01406,-0.38943,9.88206,6,3,0.6
5.068,2732355.491,-0.01884,-0.38943,9.89163,6,3,0.6
5.086,2732355.51,-0.01884,-0.4014,9.87967,6,3,0.6
5.106,2732355.529,-0.01645,-0.40379,9.87967,6,3,0.6
5.125,2732355.548,-0.02602,-0.41336,9.88684,6,3,0.6
5.145,2732355.567,-0.01645,-0.40618,9.8677,6,3,0.6
5.163,2732355.586,-0.02363,-0.40379,9.87727,6,3,0.6
5.18,2732355.605,-0.03081,-0.39661,9.87488,6,3,0.6
5.202,2732355.624,-0.02124,-0.39661,9.87727,6,3,0.6
5.224,2732355.643,-0.01167,-0.39661,9.87727,6,3,0.6
5.241,2732355.662,-0.01406,-0.399,9.88206,6,3,0.6
5.26,2732355.681,-0.02124,-0.39182,9.87727,6,3,0.6
5.28,2732355.7,-0.02602,-0.40379,9.87249,6,3,0.6
5.3,2732355.719,-0.02363,-0.39182,9.87727,6,3,0.6
5.318,2732355.738,-0.03081,-0.40857,9.87967,6,3,0.6
5.338,2732355.757,-0.02841,-0.399,9.87488,6,3,0.6
5.355,2732355.776,-0.02841,-0.39661,9.87727,6,3,0.6
5.371,2732355.795,-0.02363,-0.40379,9.88206,6,3,0.6
5.395,2732355.814,-0.02363,-0.39661,9.87488,6,3,0.6
5.412,2732355.833,-0.00927,-0.399,9.88206,6,3,0.6
5.433,2732355.852,-0.01884,-0.41575,9.87488,6,3,0.6
5.45,2732355.871,-0.01884,-0.39422,9.87967,6,3,0.6
5.469,2732355.89,-0.02841,-0.39661,9.87488,6,3,0.6
5.489,2732355.909,-0.02363,-0.39422,9.87967,6,3,0.6
5.529,2732355.928,-0.01167,-0.4014,9.87488,6,3,0.6
5.529,2732355.947,-0.01167,-0.4014,9.88684,6,3,0.6
5.542,2732355.966,-0.00927,-0.4014,9.87009,6,3,0.6
5.561,2732355.985,-0.01406,-0.40618,9.88445,6,3,0.6
5.581,2732356.004,-0.02602,-0.39422,9.88684,6,3,0.6
5.601,2732356.023,-0.01167,-0.4014,9.87009,6,3,0.6
5.621,2732356.043,-0.02602,-0.40857,9.88924,6,3,0.6
5.639,2732356.062,-0.01406,-0.40618,9.86531,6,3,0.6
5.656,2732356.081,-0.02124,-0.40857,9.88684,6,3,0.6
5.682,2732356.1,-0.02124,-0.39661,9.87967,6,3,0.6
5.7,2732356.119,-0.01406,-0.41336,9.87249,6,3,0.6
5.718,2732356.138,-0.01406,-0.41815,9.88206,6,3,0.6
5.74,2732356.157,-0.01167,-0.40618,9.87009,6,3,0.6
5.758,2732356.176,-0.01406,-0.39661,9.87967,6,3,0.6
5.771,2732356.195,-0.02124,-0.40618,9.87727,6,3,0.6
5.79,2732356.214,-0.01884,-0.399,9.87967,6,3,0.6
5.813,2732356.233,-0.01406,-0.39182,9.88445,6,3,0.6
5.832,2732356.252,-0.01645,-0.39661,9.87967,6,3,0.6
5.852,2732356.271,-0.01884,-0.41097,9.87727,6,3,0.6
5.867,2732356.29,-0.02124,-0.41815,9.87009,6,3,0.6
5.887,2732356.309,-0.01167,-0.40379,9.88445,6,3,0.6
5.906,2732356.328,-0.02363,-0.38465,9.8677,6,3,0.6
5.924,2732356.347,-0.01645,-0.39661,9.87967,6,3,0.6
5.943,2732356.366,-0.01645,-0.39661,9.86531,6,3,0.6
5.964,2732356.385,-0.02363,-0.399,9.87967,6,3,0.6
5.982,2732356.404,-0.02841,-0.39661,9.88684,6,3,0.6
6.002,2732356.423,-0.02124,-0.39422,9.87727,6,3,0.6
6.023,2732356.442,-0.01406,-0.4014,9.89163,6,3,0.6
6.041,2732356.461,-0.02602,-0.40618,9.87727,6,3,0.6
6.057,2732356.48,-0.01884,-0.40379,9.87727,6,3,0.6
6.08,2732356.499,-0.01167,-0.38704,9.87967,6,3,0.6
6.096,2732356.518,-0.02841,-0.4014,9.87009,6,3,0.6
6.115,2732356.537,-0.01884,-0.40857,9.88445,6,3,0.6
6.133,2732356.556,-0.01406,-0.4014,9.87488,6,3,0.6
6.153,2732356.575,-0.01167,-0.39661,9.87488,6,3,0.6
6.171,2732356.594,-0.01406,-0.40379,9.88684,6,3,0.6
6.191,2732356.613,-0.01884,-0.39661,9.87009,6,3,0.6
6.213,2732356.632,-0.01406,-0.39661,9.88684,6,3,0.6
6.233,2732356.651,-0.02124,-0.4014,9.8677,6,3,0.6
6.247,2732356.67,-0.01884,-0.40618,9.87009,6,3,0.6
6.265,2732356.689,-0.02363,-0.399,9.87967,6,3,0.6
6.284,2732356.708,-0.03559,-0.40618,9.88924,6,3,0.6
6.305,2732356.727,-0.02363,-0.40379,9.87727,6,3,0.6
6.324,2732356.746,-0.01645,-0.38704,9.88684,6,3,0.6
6.343,2732356.765,-0.01406,-0.40857,9.87727,6,3,0.6
6.361,2732356.784,-0.01884,-0.41097,9.87727,6,3,0.6
6.383,2732356.803,-0.02363,-0.399,9.88924,6,3,0.6
6.405,2732356.822,-0.01406,-0.41336,9.87009,6,3,0.6
6.425,2732356.841,-0.02841,-0.40379,9.88684,6,3,0.6
6.439,2732356.86,-0.02363,-0.39422,9.87009,6,3,0.6
6.458,2732356.879,-0.01884,-0.4014,9.87967,6,3,0.6
6.477,2732356.898,-0.02363,-0.399,9.87727,6,3,0.6
6.497,2732356.917,-0.02602,-0.40379,9.87249,6,3,0.6
6.516,2732356.937,-0.02124,-0.39422,9.88206,6,3,0.6
6.537,2732356.956,-0.01645,-0.4014,9.87488,6,3,0.6
6.556,2732356.975,-0.02363,-0.4014,9.87488,6,3,0.6
6.572,2732356.994,-0.01645,-0.4014,9.87727,6,3,0.6
6.59,2732357.013,-0.01884,-0.39422,9.87488,6,3,0.6
6.609,2732357.032,-0.02363,-0.41097,9.88206,6,3,0.6
6.629,2732357.051,-0.02363,-0.39661,9.87967,6,3,0.6
6.648,2732357.07,-0.01406,-0.39182,9.87727,6,3,0.6
6.666,2732357.089,-0.01167,-0.4014,9.88445,6,3,0.6
6.685,2732357.108,-0.01167,-0.39661,9.87488,6,3,0.6
6.704,2732357.127,-0.00688,-0.40618,9.87727,6,3,0.6
6.723,2732357.146,-0.02124,-0.40618,9.8677,6,3,0.6
6.741,2732357.165,-0.01645,-0.40618,9.87967,6,3,0.6
6.76,2732357.184,-0.02124,-0.41097,9.8677,6,3,0.6
6.782,2732357.203,-0.02124,-0.39661,9.88206,6,3,0.6
6.804,2732357.222,-0.02363,-0.399,9.87488,6,3,0.6
6.822,2732357.241,-0.02124,-0.399,9.87967,6,3,0.6
6.838,2732357.26,-0.01884,-0.399,9.87967,6,3,0.6
6.854,2732357.279,-0.01884,-0.39182,9.87249,6,3,0.6
6.877,2732357.298,-0.02124,-0.40618,9.88206,6,3,0.6
6.895,2732357.317,-0.01884,-0.39661,9.87488,6,3,0.6
6.917,2732357.336,-0.01884,-0.39182,9.89163,6,3,0.6
6.937,2732357.355,-0.02602,-0.41575,9.86292,6,3,0.6
6.954,2732357.374,-0.01884,-0.40379,9.88206,6,3,0.6
6.975,2732357.393,-0.02124,-0.38943,9.87249,6,3,0.6
6.99,2732357.412,-0.01884,-0.40379,9.88445,6,3,0.6
7.013,2732357.431,-0.01645,-0.399,9.87727,6,3,0.6
7.029,2732357.45,-0.02602,-0.40379,9.87249,6,3,0.6
7.047,2732357.469,-0.00927,-0.40379,9.87727,6,3,0.6
7.069,2732357.488,-0.02602,-0.399,9.87488,6,3,0.6
7.084,2732357.507,-0.01645,-0.4014,9.88445,6,3,0.6
7.103,2732357.526,-0.00927,-0.4014,9.87249,6,3,0.6
7.124,2732357.545,-0.01645,-0.41336,9.87488,6,3,0.6
7.141,2732357.564,-0.01406,-0.41097,9.88924,6,3,0.6
7.16,2732357.583,-0.02363,-0.39422,9.87249,6,3,0.6
7.18,2732357.602,-0.01406,-0.4014,9.88206,6,3,0.6
7.2,2732357.621,-0.02124,-0.4014,9.87488,6,3,0.6
7.221,2732357.64,-0.02124,-0.39422,9.87967,6,3,0.6
7.242,2732357.659,-0.01884,-0.39661,9.88206,6,3,0.6
7.257,2732357.678,-0.02841,-0.38704,9.87249,6,3,0.6
7.274,2732357.697,-0.02841,-0.39422,9.88445,6,3,0.6
7.298,2732357.716,-0.02124,-0.40618,9.87727,6,3,0.6
7.316,2732357.735,-0.02363,-0.40618,9.88445,6,3,0.6
7.332,2732357.754,-0.01884,-0.39422,9.87009,6,3,0.6
7.353,2732357.773,-0.02602,-0.41097,9.87967,6,3,0.6
7.372,2732357.792,-0.02363,-0.38943,9.87727,6,3,0.6
7.389,2732357.811,-0.02124,-0.39422,9.87727,6,3,0.6
7.411,2732357.831,-0.01167,-0.4014,9.88445,6,3,0.6
7.428,2732357.85,-0.02602,-0.39661,9.8677,6,3,0.6
7.45,2732357.869,-0.01645,-0.40379,9.88684,6,3,0.6
7.464,2732357.888,-0.02124,-0.40379,9.87488,6,3,0.6
7.483,2732357.907,-0.01167,-0.40379,9.87488,6,3,0.6
7.502,2732357.926,-0.02124,-0.39661,9.87727,6,3,0.6
7.528,2732357.945,-0.02841,-0.399,9.87009,6,3,0.6
7.54,2732357.964,-0.01645,-0.40618,9.87727,6,3,0.6
7.56,2732357.983,-0.02124,-0.40857,9.88206,6,3,0.6
