AppTimestamp(s),SensorTimestamp(s),Mag_X,Mag_Y,Mag_Z,Label,Latitude,Longitude
7.261,2724738.733,32.8875,-178.78125,-414.78751,1,0,5.4
7.279,2724738.753,32.9625,-178.89375,-414.60001,1,0,5.4
7.3,2724738.773,32.85,-178.91251,-414.41251,1,0,5.4
7.316,2724738.793,32.5875,-178.83751,-414.18753,1,0,5.4
7.337,2724738.813,32.79375,-178.6875,-414.33752,1,0,5.4
7.356,2724738.833,32.625,-178.51875,-414.41251,1,0,5.4
7.378,2724738.853,32.5125,-178.48126,-414.73126,1,0,5.4
7.396,2724738.873,32.5125,-178.63126,-414.73126,1,0,5.4
7.417,2724738.893,32.5875,-178.65001,-414.69376,1,0,5.4
7.437,2724738.913,32.45625,-178.6125,-414.86252,1,0,5.4
7.456,2724738.933,32.49375,-178.83751,-414.90002,1,0,5.4
7.476,2724738.953,32.8125,-178.78125,-414.93753,1,0,5.4
7.497,2724738.973,32.94375,-178.74376,-414.84378,1,0,5.4
7.516,2724738.993,32.8125,-178.83751,-414.75003,1,0,5.4
7.539,2724739.013,32.8125,-178.83751,-414.45001,1,0,5.4
7.557,2724739.033,33.0375,-178.51875,-414.35626,1,0,5.4
7.577,2724739.053,33.01875,-178.40625,-414.39377,1,0,5.4
7.601,2724739.073,33.0375,-178.33125,-414.28128,1,0,5.4
7.616,2724739.093,33.13125,-178.40625,-414.33752,1,0,5.4
7.636,2724739.113,33.15,-178.6125,-414.31876,1,0,5.4
7.66,2724739.133,32.925,-178.70625,-414.45001,1,0,5.4
7.681,2724739.153,33.24375,-178.74376,-414.28128,1,0,5.4
7.701,2724739.173,33.4875,-178.72501,-414.43127,1,0,5.4
7.718,2724739.193,33.31875,-178.9875,-414.43127,1,0,5.4
7.736,2724739.213,33.46875,-179.00626,-414.45001,1,0,5.4
7.758,2724739.233,33.45,-178.95001,-414.48752,1,0,5.4
7.779,2724739.253,33.24375,-178.70625,-414.50626,1,0,5.4
7.795,2724739.273,33.0375,-178.63126,-414.43127,1,0,5.4
7.816,2724739.293,33.1875,-178.55626,-414.28128,1,0,5.4
7.836,2724739.313,33.05625,-178.38751,-414.37503,1,0,5.4
7.859,2724739.333,32.98125,-178.38751,-414.37503,1,0,5.4
7.881,2724739.353,33.13125,-178.27501,-414.22501,1,0,5.4
7.897,2724739.373,32.90625,-178.33125,-414.16876,1,0,5.4
