AppTimestamp(s),SensorTimestamp(s),Mag_X,Mag_Y,Mag_Z,Label,Latitude,Longitude
1.154,2735684.353,21.91875,-132.22501,-409.72501,9,4.8,6
1.176,2735684.373,22.0125,-132.1875,-410.04376,9,4.8,6
1.194,2735684.393,21.7875,-132.0,-410.26877,9,4.8,6
1.215,2735684.413,21.7875,-131.925,-410.40002,9,4.8,6
1.235,2735684.433,21.7125,-131.79376,-410.40002,9,4.8,6
1.259,2735684.453,21.975,-131.53125,-410.53128,9,4.8,6
1.273,2735684.473,22.14375,-131.47501,-410.34378,9,4.8,6
1.294,2735684.493,21.99375,-131.58751,-410.19376,9,4.8,6
1.315,2735684.513,21.76875,-131.64375,-410.36252,9,4.8,6
1.338,2735684.533,21.54375,-131.83125,-410.45627,9,4.8,6
1.359,2735684.553,21.65625,-131.77501,-410.38126,9,4.8,6
1.378,2735684.573,21.8625,-131.60626,-410.62503,9,4.8,6
1.394,2735684.593,21.9375,-131.68126,-410.58752,9,4.8,6
1.415,2735684.613,21.825,-132.01875,-410.51251,9,4.8,6
1.44,2735684.633,21.88125,-131.94376,-410.62503,9,4.8,6
1.46,2735684.653,21.975,-131.8125,-410.62503,9,4.8,6
1.48,2735684.673,21.8625,-131.56876,-410.56876,9,4.8,6
1.495,2735684.693,22.14375,-131.53125,-410.45627,9,4.8,6
1.515,2735684.713,22.275,-131.34375,-410.32501,9,4.8,6
1.536,2735684.733,22.05,-131.47501,-410.19376,9,4.8,6
1.553,2735684.753,22.0875,-131.55,-410.30627,9,4.8,6
1.576,2735684.773,22.1625,-131.47501,-410.47501,9,4.8,6
1.594,2735684.793,22.33125,-131.625,-410.49377,9,4.8,6
1.617,2735684.813,22.36875,-131.66251,-410.98126,9,4.8,6
1.655,2735684.833,22.55625,-131.79376,-410.88751,9,4.8,6
1.656,2735684.853,22.65,-131.79376,-410.92502,9,4.8,6
1.673,2735684.873,22.6125,-131.94376,-410.88751,9,4.8,6
1.694,2735684.893,22.70625,-131.90625,-410.92502,9,4.8,6
1.715,2735684.913,22.51875,-131.68126,-411.09378,9,4.8,6
1.736,2735684.933,22.5,-131.53125,-411.05627,9,4.8,6
1.754,2735684.953,22.36875,-131.49376,-411.00003,9,4.8,6
1.778,2735684.973,22.35,-131.4375,-410.62503,9,4.8,6
1.793,2735684.993,22.3875,-131.51251,-410.62503,9,4.8,6
1.818,2735685.013,22.51875,-131.34375,-410.79376,9,4.8,6
1.838,2735685.033,22.48125,-131.41876,-410.70001,9,4.8,6
1.855,2735685.053,22.55625,-131.3625,-410.62503,9,4.8,6
1.876,2735685.073,22.70625,-131.4375,-410.60626,9,4.8,6
1.894,2735685.093,22.6125,-131.66251,-410.56876,9,4.8,6
1.914,2735685.113,22.5375,-131.58751,-410.55002,9,4.8,6
1.936,2735685.133,22.44375,-131.66251,-410.71878,9,4.8,6
1.956,2735685.153,22.5,-131.625,-410.68127,9,4.8,6
1.973,2735685.173,22.35,-131.7375,-410.49377,9,4.8,6
1.994,2735685.193,22.48125,-131.79376,-410.62503,9,4.8,6
2.015,2735685.213,22.51875,-131.925,-410.62503,9,4.8,6
2.034,2735685.233,22.44375,-132.1875,-410.45627,9,4.8,6
2.062,2735685.253,22.63125,-132.31876,-410.41876,9,4.8,6
2.074,2735685.273,22.6125,-132.58125,-410.43753,9,4.8,6
2.093,2735685.293,22.725,-132.52501,-410.38126,9,4.8,6
2.115,2735685.313,22.7625,-132.65625,-410.68127,9,4.8,6
2.134,2735685.333,22.51875,-132.675,-410.60626,9,4.8,6
2.155,2735685.353,22.35,-132.63751,-410.71878,9,4.8,6
2.174,2735685.373,22.35,-132.675,-410.64377,9,4.8,6
2.193,2735685.393,22.3125,-132.52501,-410.70001,9,4.8,6
2.214,2735685.413,22.3125,-132.0,-410.70001,9,4.8,6
2.236,2735685.433,22.2375,-131.70001,-410.58752,9,4.8,6
2.256,2735685.453,22.21875,-131.8125,-410.64377,9,4.8,6
2.276,2735685.473,22.1625,-131.83125,-410.62503,9,4.8,6
2.293,2735685.493,22.48125,-131.85001,-410.79376,9,4.8,6
2.314,2735685.513,22.4625,-131.83125,-410.71878,9,4.8,6
2.334,2735685.533,22.3125,-131.8125,-410.83127,9,4.8,6
2.353,2735685.553,22.36875,-131.68126,-410.75626,9,4.8,6
2.373,2735685.573,22.4625,-131.96251,-410.68127,9,4.8,6
2.393,2735685.593,22.55625,-131.96251,-410.90628,9,4.8,6
2.414,2735685.613,22.33125,-131.90625,-410.73752,9,4.8,6
2.434,2735685.633,22.275,-131.7375,-410.64377,9,4.8,6
2.454,2735685.653,22.06875,-131.64375,-410.64377,9,4.8,6
2.476,2735685.673,21.9,-131.60626,-410.73752,9,4.8,6
2.494,2735685.693,21.9375,-131.70001,-410.58752,9,4.8,6
2.514,2735685.713,21.8625,-131.85001,-410.70001,9,4.8,6
2.535,2735685.733,21.6,-131.71875,-411.01877,9,4.8,6
2.554,2735685.753,21.6375,-131.98126,-410.98126,9,4.8,6
2.575,2735685.773,21.95625,-131.98126,-411.07501,9,4.8,6
2.594,2735685.793,21.975,-132.0,-411.18753,9,4.8,6
2.615,2735685.813,22.05,-132.0,-411.22501,9,4.8,6
2.638,2735685.833,22.18125,-131.96251,-411.13126,9,4.8,6
2.656,2735685.853,22.29375,-131.71875,-411.24377,9,4.8,6
2.677,2735685.873,22.2,-131.66251,-411.09378,9,4.8,6
2.694,2735685.893,22.29375,-131.75626,-410.81253,9,4.8,6
2.717,2735685.913,22.25625,-131.53125,-410.62503,9,4.8,6
2.735,2735685.933,22.25625,-131.66251,-410.79376,9,4.8,6
2.754,2735685.953,22.18125,-131.79376,-410.53128,9,4.8,6
2.775,2735685.973,22.25625,-131.77501,-410.28751,9,4.8,6
2.794,2735685.993,22.2375,-131.7375,-410.17502,9,4.8,6
2.815,2735686.013,22.14375,-131.64375,-410.17502,9,4.8,6
2.837,2735686.033,22.3125,-131.68126,-410.15628,9,4.8,6
2.858,2735686.053,22.3875,-131.51251,-410.19376,9,4.8,6
2.873,2735686.073,22.35,-131.56876,-410.38126,9,4.8,6
2.894,2735686.093,22.0875,-131.55,-410.13751,9,4.8,6
2.915,2735686.113,22.25625,-131.41876,-410.26877,9,4.8,6
2.939,2735686.133,22.0125,-131.625,-410.28751,9,4.8,6
2.956,2735686.153,22.03125,-131.925,-410.36252,9,4.8,6
2.974,2735686.173,22.2375,-132.26251,-410.21252,9,4.8,6
2.993,2735686.193,22.10625,-132.20625,-410.21252,9,4.8,6
3.015,2735686.213,22.275,-132.43126,-410.28751,9,4.8,6
3.037,2735686.233,22.21875,-132.375,-410.28751,9,4.8,6
3.055,2735686.253,22.44375,-132.15001,-410.28751,9,4.8,6
3.074,2735686.273,22.51875,-132.22501,-410.26877,9,4.8,6
3.093,2735686.293,22.65,-131.96251,-410.45627,9,4.8,6
3.114,2735686.313,22.6875,-131.96251,-410.32501,9,4.8,6
3.133,2735686.333,22.425,-131.77501,-410.41876,9,4.8,6
3.153,2735686.353,22.3875,-131.71875,-410.58752,9,4.8,6
3.173,2735686.373,22.05,-131.83125,-410.43753,9,4.8,6
3.193,2735686.393,22.03125,-131.86876,-410.32501,9,4.8,6
3.214,2735686.413,21.8625,-132.0,-410.45627,9,4.8,6
3.234,2735686.433,21.9,-131.94376,-410.58752,9,4.8,6
3.254,2735686.453,21.825,-132.13126,-410.47501,9,4.8,6
3.273,2735686.473,21.84375,-131.925,-410.75626,9,4.8,6
3.293,2735686.493,22.03125,-131.94376,-410.81253,9,4.8,6
3.314,2735686.513,22.2,-131.96251,-410.90628,9,4.8,6
3.335,2735686.533,22.36875,-131.77501,-411.11252,9,4.8,6
3.354,2735686.553,22.55625,-131.8125,-411.01877,9,4.8,6
3.374,2735686.573,22.7625,-131.925,-411.00003,9,4.8,6
3.393,2735686.593,22.55625,-131.86876,-410.88751,9,4.8,6
3.415,2735686.613,22.63125,-131.85001,-410.85001,9,4.8,6
3.436,2735686.633,22.63125,-131.85001,-410.77502,9,4.8,6
3.454,2735686.653,22.55625,-131.98126,-410.77502,9,4.8,6
3.473,2735686.673,22.55625,-131.94376,-410.56876,9,4.8,6
3.493,2735686.693,22.3875,-132.03751,-410.58752,9,4.8,6
3.514,2735686.713,22.29375,-132.03751,-410.45627,9,4.8,6
3.534,2735686.733,22.21875,-131.98126,-410.53128,9,4.8,6
3.554,2735686.753,22.3125,-131.98126,-410.36252,9,4.8,6
3.574,2735686.773,22.4625,-131.86876,-410.53128,9,4.8,6
3.594,2735686.793,22.425,-131.96251,-410.34378,9,4.8,6
3.614,2735686.813,22.3875,-131.85001,-410.38126,9,4.8,6
3.636,2735686.833,22.5,-131.8125,-410.30627,9,4.8,6
3.666,2735686.853,22.725,-131.96251,-410.04376,9,4.8,6
3.675,2735686.873,22.66875,-132.0,-410.30627,9,4.8,6
3.694,2735686.893,22.70625,-132.0,-410.21252,9,4.8,6
3.715,2735686.913,22.9125,-132.01875,-410.13751,9,4.8,6
3.735,2735686.933,22.575,-131.96251,-409.89377,9,4.8,6
3.755,2735686.953,22.44375,-131.90625,-410.21252,9,4.8,6
3.776,2735686.973,22.3125,-131.83125,-410.11877,9,4.8,6
3.793,2735686.993,22.25625,-132.01875,-410.25003,9,4.8,6
3.816,2735687.013,22.03125,-132.05626,-410.32501,9,4.8,6
3.835,2735687.033,22.0125,-131.86876,-410.17502,9,4.8,6
3.857,2735687.053,21.8625,-131.79376,-410.19376,9,4.8,6
3.875,2735687.073,21.5625,-131.90625,-410.43753,9,4.8,6
3.894,2735687.093,21.75,-131.77501,-410.47501,9,4.8,6
3.915,2735687.113,21.69375,-131.925,-409.98752,9,4.8,6
3.935,2735687.133,21.65625,-132.0,-409.85626,9,4.8,6
3.954,2735687.153,21.84375,-132.03751,-409.81876,9,4.8,6
3.973,2735687.173,22.05,-131.75626,-409.89377,9,4.8,6
3.993,2735687.193,22.125,-131.94376,-410.13751,9,4.8,6
4.014,2735687.213,22.25625,-131.8125,-410.13751,9,4.8,6
4.036,2735687.233,22.21875,-131.90625,-410.10001,9,4.8,6
4.056,2735687.253,22.2,-132.1875,-410.17502,9,4.8,6
4.076,2735687.273,22.36875,-131.88751,-410.45627,9,4.8,6
4.095,2735687.293,22.65,-131.86876,-410.38126,9,4.8,6
4.115,2735687.313,22.4625,-131.83125,-410.41876,9,4.8,6
4.136,2735687.333,22.51875,-132.1125,-410.56876,9,4.8,6
4.155,2735687.353,22.63125,-132.15001,-410.32501,9,4.8,6
4.174,2735687.373,22.59375,-132.24376,-410.32501,9,4.8,6
4.195,2735687.393,22.3875,-132.0,-410.30627,9,4.8,6
4.216,2735687.413,22.3125,-131.88751,-410.36252,9,4.8,6
4.235,2735687.433,22.44375,-132.07501,-410.26877,9,4.8,6
4.255,2735687.453,22.3875,-131.925,-410.51251,9,4.8,6
4.274,2735687.473,22.275,-131.90625,-410.26877,9,4.8,6
4.294,2735687.493,22.125,-131.79376,-410.21252,9,4.8,6
4.315,2735687.513,22.14375,-131.68126,-410.23126,9,4.8,6
4.335,2735687.533,22.2,-131.79376,-410.11877,9,4.8,6
4.358,2735687.553,22.3875,-131.83125,-409.98752,9,4.8,6
4.375,2735687.573,22.55625,-131.8125,-410.19376,9,4.8,6
4.393,2735687.593,22.18125,-132.0,-410.13751,9,4.8,6
4.415,2735687.613,22.0875,-132.13126,-410.00626,9,4.8,6
4.439,2735687.633,22.2375,-132.03751,-410.13751,9,4.8,6
4.46,2735687.653,22.14375,-131.86876,-409.87503,9,4.8,6
4.479,2735687.673,22.14375,-131.8125,-409.93127,9,4.8,6
4.494,2735687.693,22.21875,-131.96251,-410.00626,9,4.8,6
4.515,2735687.713,22.3875,-131.7375,-410.08127,9,4.8,6
4.535,2735687.733,22.2375,-131.86876,-409.76251,9,4.8,6
4.561,2735687.753,22.70625,-131.55,-409.78128,9,4.8,6
4.577,2735687.773,22.725,-131.625,-409.76251,9,4.8,6
4.597,2735687.793,22.63125,-131.58751,-409.85626,9,4.8,6
4.616,2735687.813,22.725,-131.40001,-410.11877,9,4.8,6
4.639,2735687.833,22.63125,-131.45625,-410.02502,9,4.8,6
4.654,2735687.853,22.51875,-131.21251,-410.08127,9,4.8,6
4.675,2735687.873,22.275,-131.58751,-410.28751,9,4.8,6
4.694,2735687.893,22.48125,-131.60626,-410.40002,9,4.8,6
4.715,2735687.913,22.3125,-131.56876,-410.41876,9,4.8,6
4.735,2735687.933,22.4625,-131.58751,-410.56876,9,4.8,6
4.755,2735687.953,22.63125,-131.49376,-410.47501,9,4.8,6
4.776,2735687.973,22.59375,-131.75626,-410.38126,9,4.8,6
4.794,2735687.993,22.425,-131.66251,-410.51251,9,4.8,6
4.818,2735688.013,22.5375,-131.64375,-410.40002,9,4.8,6
4.835,2735688.033,22.5,-131.41876,-410.26877,9,4.8,6
4.859,2735688.053,22.33125,-131.11876,-410.13751,9,4.8,6
4.874,2735688.073,22.21875,-131.23126,-410.34378,9,4.8,6
4.894,2735688.093,21.95625,-131.10001,-410.04376,9,4.8,6
4.915,2735688.113,21.7875,-131.3625,-410.17502,9,4.8,6
4.935,2735688.133,21.9,-131.34375,-410.32501,9,4.8,6
4.956,2735688.153,22.0125,-131.3625,-410.40002,9,4.8,6
4.975,2735688.173,21.825,-131.32501,-410.49377,9,4.8,6
4.995,2735688.193,21.95625,-131.45625,-410.75626,9,4.8,6
5.014,2735688.213,22.0125,-131.64375,-410.64377,9,4.8,6
5.035,2735688.233,22.1625,-131.60626,-410.55002,9,4.8,6
5.058,2735688.253,22.1625,-131.68126,-410.85001,9,4.8,6
5.076,2735688.273,22.25625,-131.55,-410.98126,9,4.8,6
5.094,2735688.293,22.3125,-131.625,-410.92502,9,4.8,6
5.115,2735688.313,22.55625,-131.64375,-410.62503,9,4.8,6
5.135,2735688.333,22.59375,-131.66251,-410.60626,9,4.8,6
5.154,2735688.353,22.6125,-131.47501,-410.45627,9,4.8,6
5.174,2735688.373,22.6125,-131.53125,-410.71878,9,4.8,6
5.193,2735688.393,22.78125,-131.56876,-410.62503,9,4.8,6
5.218,2735688.413,22.96875,-131.625,-410.58752,9,4.8,6
5.238,2735688.433,22.81875,-131.625,-410.38126,9,4.8,6
5.255,2735688.453,22.74375,-131.56876,-410.38126,9,4.8,6
5.277,2735688.473,22.51875,-131.56876,-410.51251,9,4.8,6
5.294,2735688.493,22.55625,-131.7375,-410.60626,9,4.8,6
5.314,2735688.513,22.44375,-131.88751,-410.43753,9,4.8,6
5.339,2735688.533,22.425,-131.85001,-410.28751,9,4.8,6
5.361,2735688.553,22.06875,-131.625,-410.41876,9,4.8,6
5.379,2735688.573,21.76875,-131.41876,-410.47501,9,4.8,6
5.394,2735688.593,21.84375,-131.625,-410.62503,9,4.8,6
5.415,2735688.613,21.73125,-131.64375,-410.41876,9,4.8,6
5.434,2735688.633,21.675,-131.7375,-410.41876,9,4.8,6
5.456,2735688.653,21.84375,-131.60626,-410.45627,9,4.8,6
5.476,2735688.673,21.84375,-131.64375,-410.73752,9,4.8,6
5.494,2735688.693,21.76875,-131.68126,-410.75626,9,4.8,6
5.515,2735688.713,21.95625,-131.83125,-410.68127,9,4.8,6
5.535,2735688.733,22.05,-131.96251,-410.60626,9,4.8,6
5.555,2735688.753,22.03125,-131.71875,-410.49377,9,4.8,6
5.577,2735688.773,22.06875,-131.77501,-410.49377,9,4.8,6
5.594,2735688.793,22.14375,-131.56876,-410.60626,9,4.8,6
5.614,2735688.813,22.125,-131.55,-410.40002,9,4.8,6
5.661,2735688.833,22.21875,-131.41876,-410.08127,9,4.8,6
5.662,2735688.853,22.425,-131.21251,-410.10001,9,4.8,6
5.675,2735688.873,22.425,-131.15625,-410.04376,9,4.8,6
5.693,2735688.893,22.66875,-131.40001,-410.32501,9,4.8,6
5.714,2735688.913,22.48125,-131.34375,-410.36252,9,4.8,6
5.737,2735688.933,22.4625,-131.3625,-410.51251,9,4.8,6
5.756,2735688.953,22.5,-131.49376,-410.41876,9,4.8,6
5.78,2735688.973,22.3875,-131.51251,-410.58752,9,4.8,6
5.794,2735688.993,22.2,-131.64375,-410.68127,9,4.8,6
5.815,2735689.013,22.18125,-131.98126,-410.66251,9,4.8,6
5.837,2735689.033,22.06875,-132.09375,-410.68127,9,4.8,6
5.854,2735689.053,21.8625,-131.90625,-410.34378,9,4.8,6
5.874,2735689.073,22.06875,-132.05626,-410.28751,9,4.8,6
5.895,2735689.093,22.05,-132.03751,-410.26877,9,4.8,6
5.918,2735689.113,22.0125,-132.09375,-410.58752,9,4.8,6
5.935,2735689.133,22.06875,-132.05626,-410.62503,9,4.8,6
5.958,2735689.153,22.35,-132.15001,-410.75626,9,4.8,6
5.977,2735689.173,22.21875,-131.925,-410.75626,9,4.8,6
6.002,2735689.193,22.33125,-131.86876,-410.73752,9,4.8,6
6.014,2735689.213,22.3875,-131.90625,-410.79376,9,4.8,6
6.035,2735689.233,22.36875,-131.88751,-410.85001,9,4.8,6
6.056,2735689.253,22.425,-131.94376,-410.86877,9,4.8,6
6.074,2735689.273,22.3875,-131.71875,-410.70001,9,4.8,6
6.094,2735689.293,22.3125,-131.86876,-410.55002,9,4.8,6
6.115,2735689.313,22.125,-131.925,-410.45627,9,4.8,6
6.136,2735689.333,22.14375,-132.03751,-410.66251,9,4.8,6
6.155,2735689.353,22.1625,-132.0,-410.77502,9,4.8,6
6.178,2735689.373,22.29375,-131.83125,-410.90628,9,4.8,6
6.193,2735689.393,22.21875,-131.8125,-410.88751,9,4.8,6
6.214,2735689.413,22.40625,-131.60626,-410.94376,9,4.8,6
6.235,2735689.433,22.51875,-131.71875,-410.70001,9,4.8,6
6.255,2735689.453,22.59375,-131.70001,-410.75626,9,4.8,6
6.274,2735689.473,22.89375,-131.45625,-410.70001,9,4.8,6
6.295,2735689.493,22.96875,-131.38126,-410.41876,9,4.8,6
6.315,2735689.513,22.89375,-131.41876,-410.26877,9,4.8,6
6.336,2735689.533,22.89375,-131.625,-410.00626,9,4.8,6
6.355,2735689.553,23.0625,-131.47501,-409.76251,9,4.8,6
6.375,2735689.573,22.89375,-131.66251,-409.65002,9,4.8,6
6.394,2735689.593,22.9875,-131.8125,-409.89377,9,4.8,6
6.414,2735689.613,22.78125,-131.86876,-410.04376,9,4.8,6
6.439,2735689.633,22.4625,-132.0,-410.17502,9,4.8,6
6.459,2735689.653,22.40625,-131.96251,-410.34378,9,4.8,6
6.477,2735689.673,22.425,-131.925,-410.40002,9,4.8,6
6.494,2735689.693,22.2,-132.07501,-410.56876,9,4.8,6
6.516,2735689.713,22.40625,-132.3,-410.92502,9,4.8,6
6.54,2735689.733,22.40625,-132.13126,-411.05627,9,4.8,6
6.559,2735689.753,22.2,-132.0,-411.09378,9,4.8,6
6.576,2735689.773,22.3875,-131.86876,-411.05627,9,4.8,6
6.595,2735689.793,22.5,-132.05626,-410.98126,9,4.8,6
6.615,2735689.813,22.44375,-132.1125,-410.90628,9,4.8,6
6.634,2735689.833,22.55625,-132.1875,-410.81253,9,4.8,6
6.656,2735689.853,22.65,-132.1875,-410.64377,9,4.8,6
6.675,2735689.873,22.5,-132.3,-410.62503,9,4.8,6
6.694,2735689.893,22.425,-132.46875,-410.53128,9,4.8,6
6.715,2735689.913,22.3125,-132.4875,-410.38126,9,4.8,6
6.739,2735689.933,22.25625,-132.4875,-410.28751,9,4.8,6
6.759,2735689.953,22.125,-132.26251,-410.11877,9,4.8,6
6.777,2735689.973,22.05,-132.33751,-410.23126,9,4.8,6
6.794,2735689.993,21.91875,-132.3,-410.40002,9,4.8,6
6.816,2735690.013,21.975,-132.0,-410.41876,9,4.8,6
6.839,2735690.033,21.95625,-132.05626,-410.47501,9,4.8,6
6.858,2735690.053,21.9,-131.925,-410.11877,9,4.8,6
6.874,2735690.073,22.14375,-131.77501,-409.91251,9,4.8,6
6.893,2735690.093,22.14375,-131.86876,-409.78128,9,4.8,6
6.917,2735690.113,22.3125,-131.86876,-410.04376,9,4.8,6
6.937,2735690.133,22.29375,-131.98126,-409.85626,9,4.8,6
6.955,2735690.153,22.51875,-132.24376,-409.89377,9,4.8,6
6.975,2735690.173,22.3875,-132.43126,-410.06253,9,4.8,6
6.994,2735690.193,22.2,-132.20625,-409.76251,9,4.8,6
7.014,2735690.213,22.21875,-132.28125,-410.00626,9,4.8,6
7.035,2735690.233,22.14375,-132.35626,-410.34378,9,4.8,6
7.057,2735690.253,22.3875,-132.33751,-410.41876,9,4.8,6
7.077,2735690.273,22.5,-132.31876,-410.53128,9,4.8,6
7.093,2735690.293,22.78125,-132.03751,-410.68127,9,4.8,6
7.114,2735690.313,22.6125,-131.85001,-410.60626,9,4.8,6
7.135,2735690.333,22.8,-131.625,-410.79376,9,4.8,6
7.155,2735690.353,22.8,-131.55,-410.79376,9,4.8,6
7.174,2735690.373,23.08125,-131.55,-411.11252,9,4.8,6
7.194,2735690.393,23.19375,-131.64375,-410.81253,9,4.8,6
7.218,2735690.413,23.025,-131.58751,-410.75626,9,4.8,6
7.235,2735690.433,22.9125,-131.75626,-410.55002,9,4.8,6
7.256,2735690.453,22.8,-131.77501,-410.53128,9,4.8,6
7.275,2735690.473,22.5375,-131.79376,-410.49377,9,4.8,6
7.296,2735690.493,22.425,-131.94376,-410.38126,9,4.8,6
7.316,2735690.513,22.59375,-132.03751,-410.49377,9,4.8,6
7.336,2735690.533,22.3875,-132.15001,-410.38126,9,4.8,6
7.355,2735690.553,22.2375,-132.09375,-410.62503,9,4.8,6
7.374,2735690.573,22.0125,-132.05626,-410.62503,9,4.8,6
7.394,2735690.593,22.0125,-131.70001,-410.45627,9,4.8,6
7.415,2735690.613,22.0125,-131.86876,-410.58752,9,4.8,6
7.434,2735690.633,22.275,-131.8125,-410.43753,9,4.8,6
7.453,2735690.653,22.425,-131.7375,-410.41876,9,4.8,6
7.474,2735690.673,22.33125,-131.79376,-410.41876,9,4.8,6
7.494,2735690.693,22.44375,-131.55,-410.26877,9,4.8,6
7.515,2735690.713,22.55625,-131.60626,-410.21252,9,4.8,6
7.537,2735690.733,22.8,-131.625,-410.06253,9,4.8,6
7.554,2735690.753,22.9125,-131.94376,-410.43753,9,4.8,6
7.575,2735690.773,22.725,-131.75626,-410.41876,9,4.8,6
7.594,2735690.793,22.63125,-131.85001,-410.51251,9,4.8,6
7.615,2735690.813,22.59375,-131.8125,-410.55002,9,4.8,6
7.635,2735690.833,22.725,-131.90625,-410.49377,9,4.8,6
7.664,2735690.853,22.5375,-131.98126,-410.62503,9,4.8,6
7.674,2735690.873,22.44375,-132.03751,-410.71878,9,4.8,6
7.697,2735690.893,22.425,-131.925,-410.86877,9,4.8,6
7.716,2735690.913,22.3875,-131.71875,-410.68127,9,4.8,6
7.735,2735690.933,22.6125,-131.53125,-410.55002,9,4.8,6
7.754,2735690.953,22.65,-131.53125,-410.68127,9,4.8,6
7.777,2735690.973,22.59375,-131.56876,-410.58752,9,4.8,6
7.796,2735690.993,22.25625,-131.26875,-410.75626,9,4.8,6
7.815,2735691.013,22.425,-131.21251,-410.41876,9,4.8,6
7.835,2735691.033,22.6875,-131.02501,-410.26877,9,4.8,6
7.856,2735691.053,22.6875,-131.08125,-410.32501,9,4.8,6
7.874,2735691.073,22.55625,-131.02501,-410.32501,9,4.8,6
7.894,2735691.093,22.36875,-131.25,-410.19376,9,4.8,6
7.918,2735691.113,22.3875,-131.04376,-410.08127,9,4.8,6
7.938,2735691.133,22.4625,-130.9875,-410.10001,9,4.8,6
7.96,2735691.153,22.66875,-131.19376,-409.98752,9,4.8,6
7.978,2735691.173,22.36875,-131.34375,-410.19376,9,4.8,6
7.994,2735691.193,22.125,-131.32501,-410.53128,9,4.8,6
