AppTimestamp(s),SensorTimestamp(s),Gyr_X,Gyr_Y,Gyr_Z,Label,Latitude,Longitude
6.172,2732356.589,0.00031,0.00031,-0.00031,6,3,0.6
6.191,2732356.608,-0.00031,-0.00031,-0.00031,6,3,0.6
6.214,2732356.627,0.00092,0.00031,-0.00031,6,3,0.6
6.234,2732356.646,-0.00092,0.00031,0.00031,6,3,0.6
6.248,2732356.665,0.00031,-0.00031,0.00031,6,3,0.6
6.266,2732356.684,-0.00092,-0.00031,0.00031,6,3,0.6
6.285,2732356.703,0.00092,0.00031,0.00031,6,3,0.6
6.306,2732356.722,-0.00031,-0.00031,-0.00092,6,3,0.6
6.324,2732356.741,0.00031,0.00031,-0.00031,6,3,0.6
6.344,2732356.76,-0.00092,-0.00031,-0.00031,6,3,0.6
6.361,2732356.779,-0.00031,0.00031,0.00031,6,3,0.6
6.384,2732356.798,0.00031,0.00031,-0.00031,6,3,0.6
6.405,2732356.817,0.00031,0.00031,0.00031,6,3,0.6
6.426,2732356.836,0.00023,-0.00031,0.00031,6,3,0.6
6.44,2732356.855,-0.00038,-0.00031,-0.00031,6,3,0.6
6.458,2732356.874,0.00023,-0.00031,0.00031,6,3,0.6
6.477,2732356.893,-0.00038,-0.00031,0.00031,6,3,0.6
6.498,2732356.912,0.00023,-0.00031,0.00031,6,3,0.6
6.518,2732356.932,-0.00038,0.00031,0.00092,6,3,0.6
6.538,2732356.951,0.00084,0.00031,0.00031,6,3,0.6
6.558,2732356.97,-0.00038,0.00031,0.00031,6,3,0.6
6.573,2732356.989,0.00084,0.00031,-0.00031,6,3,0.6
6.589,2732357.008,-0.00038,-0.00031,0.00031,6,3,0.6
6.609,2732357.027,0.00023,0.00031,0.00031,6,3,0.6
6.628,2732357.046,-0.00038,-0.00031,0.00031,6,3,0.6
6.648,2732357.065,0.00023,0.00031,0.00031,6,3,0.6
6.665,2732357.084,-0.00038,-0.00031,0.00031,6,3,0.6
6.684,2732357.103,-0.00038,-0.00031,0.00031,6,3,0.6
6.704,2732357.122,-0.00038,-0.00031,0.00031,6,3,0.6
6.723,2732357.141,-0.00038,0.00031,0.00031,6,3,0.6
6.742,2732357.16,0.00084,-0.00031,0.00092,6,3,0.6
6.761,2732357.179,-0.00038,-0.00031,0.00084,6,3,0.6
6.781,2732357.198,0.00023,-0.00031,0.00023,6,3,0.6
6.803,2732357.217,-0.00099,-0.00031,0.00023,6,3,0.6
6.824,2732357.236,0.00023,0.00031,0.00023,6,3,0.6
6.839,2732357.255,-0.00099,0.00031,-0.00038,6,3,0.6
6.855,2732357.274,0.00023,0.00031,-0.00038,6,3,0.6
6.876,2732357.293,-0.00038,-0.00031,0.00023,6,3,0.6
6.895,2732357.312,0.00023,0.00031,0.00076,6,3,0.6
6.918,2732357.331,-0.00031,0.00031,0.00015,6,3,0.6
6.936,2732357.35,0.00092,0.00031,0.00015,6,3,0.6
6.954,2732357.369,-0.00031,-0.00031,0.00015,6,3,0.6
6.974,2732357.388,0.00031,0.00031,-0.00046,6,3,0.6
6.99,2732357.407,-0.00031,0.00031,0.00015,6,3,0.6
7.012,2732357.426,-0.00031,-0.00031,0.00069,6,3,0.6
7.029,2732357.445,-0.00031,0.00031,0.00069,6,3,0.6
7.047,2732357.464,-0.00031,-0.00031,8e-05,6,3,0.6
7.07,2732357.483,0.00031,0.00031,-0.00053,6,3,0.6
7.083,2732357.502,-0.00031,-0.00031,-0.00053,6,3,0.6
7.102,2732357.521,0.00031,0.00031,-0.00053,6,3,0.6
7.123,2732357.54,-0.00031,0.00031,-0.00053,6,3,0.6
7.14,2732357.559,0.00092,0.00031,-0.00061,6,3,0.6
7.16,2732357.578,-0.00031,0.00031,-0.00061,6,3,0.6
7.181,2732357.597,0.00092,0.00031,0.0,6,3,0.6
7.199,2732357.616,-0.00031,-0.00031,0.0,6,3,0.6
7.22,2732357.635,0.00031,0.00031,0.0,6,3,0.6
7.242,2732357.654,0.00031,-0.00031,0.0,6,3,0.6
7.259,2732357.673,0.00031,-0.00031,0.0,6,3,0.6
7.275,2732357.692,-0.00031,-0.00031,0.0,6,3,0.6
7.299,2732357.711,-0.00031,-0.00031,-0.00061,6,3,0.6
7.315,2732357.73,0.00031,-0.00031,0.0,6,3,0.6
7.332,2732357.749,-0.00031,0.00031,0.0,6,3,0.6
7.354,2732357.768,0.00092,0.00031,-0.00061,6,3,0.6
7.373,2732357.787,0.00031,-0.00031,-0.00053,6,3,0.6
7.39,2732357.806,0.00031,0.00031,8e-05,6,3,0.6
7.412,2732357.826,-0.00092,-0.00031,0.00069,6,3,0.6
7.428,2732357.845,0.00092,0.00023,8e-05,6,3,0.6
7.451,2732357.864,-0.00031,-0.00038,-0.00053,6,3,0.6
7.464,2732357.883,0.00092,-0.00038,-0.00053,6,3,0.6
7.483,2732357.902,-0.00031,-0.00038,8e-05,6,3,0.6
7.502,2732357.921,0.00153,0.00023,8e-05,6,3,0.6
7.528,2732357.94,-0.00031,-0.00038,0.00069,6,3,0.6
7.54,2732357.959,0.00031,-0.00038,8e-05,6,3,0.6
